Place Name,Address,City,Rating,Total Ratings,Latitude,Longitude,Type,Description
Frank J. and Harvey J. Ablah House,"102 N Pinecrest St, Wichita",Wichita,5,3,37.6866813,-97.2756285,"point_of_interest, establishment",Good location in downtown area. Fun decor in a historic house. This Airbnb is a a great value.
Harvey County Historical Society,"203 N Main St, Newton",Newton,4.8,16,38.0442092,-97.345556,"museum, point_of_interest, establishment",I have so much Respect for the Harvey County Historical Society.  We as a community of Harvey County are blessed to have them. We have no future without reminders of our past.  I'm very grateful to have been a part of the reenactment!
Wichita-Sedgwick County Historical Museum,"204 S Main St, Wichita",Wichita,4.7,241,37.6847302,-97.33786979999999,"museum, tourist_attraction, park, art_gallery, point_of_interest, store, establishment","Well- worth one's time!  This gem of a local museum dedicated to the history of the Wichita and its environs in Sedgwick County is well worth the effort to explore.  The volunteer staff is friendly, intelligent, and helpful, the museum store is ideal with many small gifts to select from, and the parking is easy on a weekend (I went on a Sunday afternoon when the downtown area was largely uninhabited.) As another reviewer commented, the museum is definitely geared toward adults, and I concur. However, children might be engaged for an hour or so exploring the classically restored building and viewing items from previous generations. The building has been magnificently restored to its original stately bearing, which in and of itself makes a visit worth one's time and effort. Don't forget to leave a donation if you can as this non-profit museum is well worth preserving for future generations."
Delano Clock Tower,Wichita,Wichita,4.5,22,37.6840349,-97.346959,"point_of_interest, establishment","Ok, I'm not sure why I am being hit up to rate the clock tower at the Douglas roundabout, but ok, here goes... It's a clock, it's always had the right time on it on my way by, it's nice looking and definitely compliments the area in my humble opinion. I hope Google's happy, they goaded me into reviewing a clock."
Chisholm Trail Marker,"199 McLean Blvd, Wichita",Wichita,4.7,12,37.6854689,-97.34463799999999,"point_of_interest, establishment",Too cool! Fairly non-descript marker erected in 1941 that celebrates the Chisolm Trail and all the beef and goods that flowed towards the west.
Towanda Kansas Historical Marker,"Q288+3G, Towanda",Towanda,4.2,10,37.765154,-96.98370779999999,"point_of_interest, establishment","No TP men’s room in none of the 9 stalls. Also, toilet  seats loose slide all over the place. Also, they have not clean the inside of the stall or door walls and what looks like a year worth of unfortunately spittle. They need to take a garden hose and wash all walls down. And use soap not just water to wash all the stall walls."
Historic Chisholm Trail Mulberry Tree Marker,"1211-1347 W Maple St, Wichita",Wichita,4.3,7,37.6803338,-97.3556931,"point_of_interest, establishment","Very small plaque, hardly noticeable while driving to find it."
Mulvane Historical Museum,"300 W Main St, Mulvane",Mulvane,4.7,43,37.4737894,-97.24624310000002,"tourist_attraction, museum, point_of_interest, establishment","This place is great and definitely worth a stop. There are so many wonderful treasures in this museum. The staff is very friendly, and we loved meeting Autumn. She was so nice and a sweetheart.
The caboose was really cool to look around and see inside. There's also a good collection of uranium glass dish ware."
Souders Historical Farm Museum,"39925 West 39th St S, Cheney",Cheney,4.9,25,37.616844,-97.79978000000001,"museum, tourist_attraction, point_of_interest, establishment",A super interesting historical museum that is seemingly in the middle of nowhere. There are many unique and just plain cool antiques and artifacts that you can literally get up close and personal with. I recommend a stop if you are in the area!
Old Town Information,"151 N Rock Island Ave, Wichita",Wichita,4.5,6,37.6876891,-97.3284499,"point_of_interest, establishment",I love old town. Its comfortable and easy to walk from shop to shop.
