Place Name,Address,City,Rating,Total Ratings,Latitude,Longitude,Type,Description
Humboldt Historical Society,"416 N 2nd St, Humboldt",Humboldt,4.4,14,37.8142285,-95.44530329999999,"museum, tourist_attraction, point_of_interest, establishment",My only regret is not staying longer! We were unsure how much time we could spend looking around and only planned for about 30 minutes. We could have easily spent hours there digesting all the amazing history of the area. The staff were so welcoming as well. Definitely worth the visit!
Allen County Historical Society,"20 S Washington Ave, Iola",Iola,4.8,26,37.9215804,-95.40575390000001,"museum, point_of_interest, establishment",It is an extremely fascinating place to learn the history of Allen County and view different artifacts from past!
Northrup House,"315 East St, Iola",Iola,4.6,8,37.9219756,-95.4000976,"point_of_interest, establishment",Good job on painting it Nich Lohman! 😁👍
The Humboldt Thunderbolt,"QH3M+HW, Humboldt",Humboldt,5,2,37.753943,-95.41522599999999,"point_of_interest, establishment","A fitting tribute to a local baseball legend, and part of a town's economic revival. This historical landmark is worth a stop if you're on the way, and then worth visiting Walter Johnson's birthplace a few miles north if you're interested."
St Aloysius Church Historic Site,"947 KS-47, Girard",Girard,4.9,27,37.5140976,-94.98888009999999,"point_of_interest, establishment","It’s a well kept historical site of a church building from over 100 years ago. Well preserved with its “legend” inscribed on a plaque, free for all to see."
Coffey County Historical Museum,"1101 Neosho St, Burlington",Burlington,4.6,41,38.19443100000001,-95.749326,"museum, tourist_attraction, point_of_interest, establishment","Amazing place, was only using their parking lot on this day. It's a big city museum snuggled into a small Midwest town."
Arthur Capper Memorial,"508-500 S Cedar St, Garnett",Garnett,4.3,3,38.2798604,-95.23615459999999,"tourist_attraction, point_of_interest, establishment",
Altoona Mill Falls,"227-229 River St, Altoona",Altoona,4.5,37,37.5228121,-95.6651992,"tourist_attraction, point_of_interest, establishment",Used to fish here and explore all the time growing up. You could always find old bricks and sometimes old glass bottles from the mid 20th century if you got lucky.
Kate Burnett Historical Marker,"RH67+66J, Humboldt",Humboldt,5,1,37.8105875,-95.4369844,"point_of_interest, establishment",
Old Mill Dam,"Mill Dam Rd, Fredonia",Fredonia,4.6,42,37.5146161,-95.8491375,"tourist_attraction, point_of_interest, establishment",Awesome old mill and dam. Very scenic. Road down to Fall River is very rough so parking at top of mill near water plant and walking down is probably a better choice if you don't have 4WD and more importantly high clearance.
Kalida Castle Cave,"964 Osage Rd, Yates Center",Yates Center,4.2,5,37.8595821,-95.70246209999999,"tourist_attraction, point_of_interest, establishment",It looks neat from the road. But the owners had the gate locked. Bummer
Anderson County Historical Society Museum,"US Hwy 59 &, W 6th Ave, Garnett",Garnett,4.3,9,38.2784359,-95.24870279999999,"museum, point_of_interest, establishment","Came to do some Ancestry search and give them a picture of my grandmother and her original 1913 Garnett High School diploma. The 2 ladies were extremely helpful and even sent me additional information on my greatgrandpas business, a bakery, he worked at and then bought and operated before moving to Colorado for health reasons."
Funston Historical Home,"14 S Washington Ave, Iola",Iola,4.7,3,37.9218055,-95.4058381,"museum, point_of_interest, establishment",Loved the museum and the town. They've done a nice job researching their facts and take pride in what they do.  The signs up and down the streets are nice to Inform you about the buildings or where something use yo be.
Wilson County Historical Society,"420 N 7th St, Fredonia",Fredonia,0,0,37.53438149999999,-95.82629659999999,"museum, library, point_of_interest, establishment",No description available
Cato Historic Stone School,"1153 N 200th St, Arcadia",Arcadia,4.8,9,37.6668637,-94.7413278,"point_of_interest, establishment",Quiet spot to visit. Stage coach Bridge  and the school as well as the old cabin.
Largest Town Square in the United States,"Unnamed Road, 20 W Jackson Ave, Iola",Iola,4.8,11,37.9222417,-95.4044406,"museum, point_of_interest, establishment",A large glimpse into smalltown America.
Walter Johnson Birthplace Memorial,"900 Iowa Rd, Humboldt",Humboldt,5,2,37.8492399,-95.4551614,"point_of_interest, establishment","A small but fitting tribute to one of baseball's greatest pitchers, located on the outskirts of Humboldt, Kansas. Requires a little driving on unpaved roads, but navigable. Worth a stop for baseball fans, or visit the new sign located south of town."
The 1858 Garnett House Hotel,"202 W 4th Ave, Garnett",Garnett,4.9,42,38.2809026,-95.2441789,"point_of_interest, establishment","This was my first visit to the Garnett House Hotel, and I was not disappointed. This is an incredibly active location and not for the faint of heart. The owner took very good care of us with a guided tour and answered all 1 million of my questions. He was available the entire time we were there if we needed anything, super accommodating. I highly recommend supporting the endeavor to restore this beautiful piece of history back to what it once was, and I can't wait to walk all the way around that gorgeous wrap around front porch!"
Galesburg Historical Society & Museum,"128 Main St, Galesburg",Galesburg,0,0,37.4719153,-95.3554089,"museum, point_of_interest, establishment",No description available
Parker Community Historical Society.,"211 W Main St, Parker",Parker,0,0,38.3282398,-94.9904877,"museum, point_of_interest, establishment",No description available
