Place Name,Address,City,Rating,Total Ratings,Latitude,Longitude,Type,Description
Spring Valley Historic Site,"816 N Spring Valley Rd, Junction City",Junction City,4.7,10,39.0296294,-96.8721267,"tourist_attraction, point_of_interest, establishment",Met here with the area home school group. It was very informative and the wild flower area was fun to see all the varieties blooming.
Geary County Historical Society,"530 N Adams St, Junction City",Junction City,4.5,41,39.0278966,-96.83379889999999,"tourist_attraction, museum, point_of_interest, establishment","I definitely enjoyed my time here. It is just unfortunate that it took me so long to visit. As someone who only lived in the area for a short time, I highly suggest coming here to grasp a piece of the history that sorrounds the Geary County communities."
Ogden Monument,"Huebner Rd, Fort Riley",Fort Riley,4.2,18,39.0643223,-96.79281870000001,"point_of_interest, establishment",Beautiful overlook and outdoor religious area on Fort Riley. If you get a chance to visit definitely recommend even if just for the view
Welcome to The Flint Hills Sign,"393-301 N Humboldt Creek Rd, Junction City",Junction City,4.5,2,39.0616799,-96.7204732,"point_of_interest, establishment",Beautiful place to stretch your legs
Goodnow House State Historic Site,"2301 Claflin Rd, Manhattan",Manhattan,4.5,13,39.192832,-96.5955693,"tourist_attraction, museum, point_of_interest, establishment",They didn't open until 2 pm so we waited and it was worth it. The gentleman who gave us the tour was very informative and told great stories.
The Mormon Trail South Fork Historical Marker,"Kennel Dr, Junction City",Junction City,5,1,39.0379154,-96.76553880000002,"point_of_interest, establishment",
Riley County Historical Museum,"2309 Claflin Rd, Manhattan",Manhattan,4.7,69,39.19238370000001,-96.59609789999999,"museum, tourist_attraction, point_of_interest, establishment",Great collection of local history. Be sure to visit the Goodnow house across from the museum. Got a wonderful guided tour of it from one of the staff members--very knowledgeable!
First Territorial Capitol State Historic Site,"693 Huebner Rd, Fort Riley",Fort Riley,4.4,43,39.0852807,-96.76210189999999,"tourist_attraction, museum, point_of_interest, establishment","The capital building itself is pretty cool. There are several neat museums on Fort Riley. I would’ve given it five stars if not for the background check required to enter the base. You will not be allowed to enter without providing a picture ID, Social Security number and fingerprints."
Kimble Castle,"2001 Poyntz Ave, Manhattan",Manhattan,5,2,39.1792267,-96.58871309999999,"point_of_interest, establishment","Kimball Castle is an AMAZING local treasure!! The historic design and incredible grounds are stunning!  I did the home inspection when it sold recently and there was so much to see! The Guest House is beautiful! At some point, my wife and I hope to spend a weekend there!  Kimball Estate is gorgeous and you should definitely stay there if you’re visiting Manhattan!"
Cloud County Historical Museum,"635 Broadway St, Concordia",Concordia,4.9,32,39.5706754,-97.6588463,"tourist_attraction, museum, point_of_interest, establishment",This is really an impressive museum.  You can tell that the efforts of many citizen volunteers went into making this happen.  That is very much to be respected.  It provides a cross-section of the unique way life in the area past and present.
Fort Leavenworth - Fort Riley Military Road,Manhattan,Manhattan,5,1,39.1588092,-96.6817779,"point_of_interest, establishment",
Monument to the Ice Age,"598 Main St, Blue Rapids",Blue Rapids,4.1,12,39.6816041,-96.6595109,"tourist_attraction, point_of_interest, establishment",A monument to the ice age with information about the animals and geology of that time period. The surrounding park and has a fountain and veterans memorial. The park is surrounded by interesting historic buildings. Most were closed.
Wright Round Barn,"634 Osage Rd, Marysville",Marysville,5,1,39.7845102,-96.7066267,"point_of_interest, establishment","Beautiful round barn located in Marshall County,  Kansas"
St. Joseph's Historic Church and Cemetery,"13497 Lower McDowell Crk Rd, Manhattan",Manhattan,4.8,14,39.0519066,-96.6410475,"point_of_interest, establishment",This is a historic church that is currently under restoration. There is an attached gave yard. The parking area is compacted gravel. The grave yard has a  well manicured lawn and the grave stones date back to the 1800's.
Carnahan Church,Olsburg,Olsburg,4.7,13,39.3366633,-96.6261172,"point_of_interest, establishment",Church itself gave off a bad vibe. Something followed us home until we realized and told it it's not welcome. Deer almost made us poop our pants when running through the graveyard.
Dickinson County Heritage Center,"412 S Campbell St, Abilene",Abilene,4.7,150,38.9114465,-97.2085839,"tourist_attraction, museum, point_of_interest, establishment","This place is very enjoyable! The carousel takes you back a century to a simpler time. The huge collection of phones and the history behind them is very interesting. There is so much to learn here. All of the exhibits are great, including the big barn full of old cars and machinery. Definitely worth the stop!"
Dwight D Eisenhower Boyhood Home,"Boyhood Home, Abilene",Abilene,4.6,217,38.9123573,-97.2120094,"point_of_interest, establishment",Amazing experience! Comprehensive look at the life of the President. Many other displays as well. Very nice gift shop too. There is a train right next to the museum and library that gives rides on certain days.
Seelye Mansion,"1105 N Buckeye Ave, Abilene",Abilene,4.8,289,38.9265553,-97.2134846,"museum, tourist_attraction, point_of_interest, establishment","Loved our tour! Got to meet the owner and hear first hand about the original family! Terry lived with the sisters while he fixed up the mansion, so hearing their stories was great. Our tour guide knew everything about the history of the house and did a great job! Would definitely make sure you visit, and if you get a chance, talk with Terry."
Lebold Mansion,"106 N Vine St, Abilene",Abilene,4.9,31,38.9156279,-97.2236642,"museum, point_of_interest, establishment","I've seen many Mansions in different states and this one is by far the best one. I highly recommend a visit. I just wish we lived in the area so we could participate in all the wonderful things that go on here. The history is amazing. And I believe the mansion has found its forever owner. Joseph's own story, finding this mansion clearly confirms he is the perfect owner.
We had a wonderful time."
Former Santa Fe Depot,Abilene,Abilene,5,3,38.9135312,-97.2147612,"point_of_interest, establishment",We  stumbled  across  this  old  Santa Fe  Railroad  Station  as  we  were  looking  for  all  things railroadia.  This  is currently  used  as  as  the  BNSF  headquarters.  So  do  not  get  too  close  when  taking  photographs  as  sometimes  railroad  employees  get  protective about  their headquarter properties. We visited May 2023.
