Place Name,Address,City,Rating,Total Ratings,Latitude,Longitude,Type,Description
Ft. Blair Historic Site,"198 E 6th St, Baxter Springs",Baxter Springs,4.4,46,37.0296163,-94.7338869,"tourist_attraction, point_of_interest, establishment",Neat place but very odd place for a Civil War Fort you'll see what I mean when you are there but cool all the same if you're a civil war buff
Whee Hill,"699 Oak St, Carthage",Carthage,4.8,35,37.1764696,-94.3183486,"tourist_attraction, point_of_interest, establishment","This is a historical bridge that is rumored to be replaced, with no concise date for replacement. Therefore, if you’re in the area, and want your drop your stomach, give it a good run and go for it! If you’re traveling in the pictured direction, you’ll get a nice view of the Jasper County Courthouse.
* I just love that this exists in Google Maps, so I couldn’t resist reviewing it…:)"
Historic Phelps House,"1146 Grand Ave, Carthage",Carthage,4.7,67,37.1688686,-94.3089791,"lodging, museum, point_of_interest, establishment",This place is an amazing venue for hosting a party! They had absolutely everything we needed. Having beautiful dishes to eat from and serving dishes made the party so elegant. We had a wonderful time and would definitely like to have another party here in the future!
Murphysburg National Historic District,"625 S Sergeant Ave, Joplin",Joplin,5,1,37.0845908,-94.5199916,"point_of_interest, establishment",
Battle of Carthage State Historic Site,"1111 E Chestnut St, Carthage",Carthage,4.3,192,37.1737617,-94.2977805,"tourist_attraction, park, point_of_interest, establishment","Easy to find historical site in the town of Carthage. I visited in December so had no issues with bugs as others reported.  The trail goes up by the spring and crosses over the top of rock outcroppings. Pretty walk. Easy enough for families but would advise that there are no railings for safety if you have very small children. It loops back across the lawn, and depending on water flow, you may have to contend with a wet crossing at the far end. The site was not trashed up, but there are no trash cans, so pack out trash to preserve the beauty. There are also no facilities of any kind but a couple of picnic tables that would be shady in the summer.  The open lawn might be a fun spot for a game of frisbee though!"
Historic Route 66 - Allen's Conoco Fillin' Station,"101 S Main St, Commerce",Commerce,4.6,63,36.9329947,-94.87734379999999,"point_of_interest, establishment","Cool little local landmark on Route 66 in Commerce Oklahoma, Located directly across the street is the Dairy King if you get a chance to eat there you will not be disappointed- They Are Cash Only.  Another local landmark a couple blocks away is Mickey Mantles childhood Home."
Main and Eighth Streets Historic District,"833 S Main St, Joplin",Joplin,5,1,37.0815044,-94.51360389999999,"point_of_interest, establishment",
Route 66 Gateway Sign,"218 S Main St, Miami",Miami,4.5,22,36.8714714,-94.8775788,"point_of_interest, establishment",Cool looking Route 66 landmark sign in the middle of downtown Miami.
Historical Schoolhouse,"N Washington St, Neosho",Neosho,5,3,36.8702925,-94.3668666,"point_of_interest, establishment",This is one of the last standing 19th century schools for segregated  students.  It was built in 1871 and saw George Washington Carver study.
Newton County Historical Museum,"121 N Washington St, Neosho",Neosho,4.6,14,36.8704456,-94.3669317,"travel_agency, museum, point_of_interest, establishment",A neat place with lots of history...my kids had fun here. The man working is very knowledgable and nice to talk to also.
