Place Name,Address,City,Rating,Total Ratings,Latitude,Longitude,Type,Description
Frank J. and Harvey J. Ablah House,"102 N Pinecrest St, Wichita",Wichita,5,3,37.6866813,-97.2756285,"point_of_interest, establishment",Good location in downtown area. Fun decor in a historic house. This Airbnb is a a great value.
Wichita-Sedgwick County Historical Museum,"204 S Main St, Wichita",Wichita,4.7,241,37.6847302,-97.33786979999999,"museum, tourist_attraction, park, art_gallery, store, point_of_interest, establishment","Well- worth one's time!  This gem of a local museum dedicated to the history of the Wichita and its environs in Sedgwick County is well worth the effort to explore.  The volunteer staff is friendly, intelligent, and helpful, the museum store is ideal with many small gifts to select from, and the parking is easy on a weekend (I went on a Sunday afternoon when the downtown area was largely uninhabited.) As another reviewer commented, the museum is definitely geared toward adults, and I concur. However, children might be engaged for an hour or so exploring the classically restored building and viewing items from previous generations. The building has been magnificently restored to its original stately bearing, which in and of itself makes a visit worth one's time and effort. Don't forget to leave a donation if you can as this non-profit museum is well worth preserving for future generations."
Delano Clock Tower,Wichita,Wichita,4.5,22,37.6840349,-97.346959,"point_of_interest, establishment","Ok, I'm not sure why I am being hit up to rate the clock tower at the Douglas roundabout, but ok, here goes... It's a clock, it's always had the right time on it on my way by, it's nice looking and definitely compliments the area in my humble opinion. I hope Google's happy, they goaded me into reviewing a clock."
Chisholm Trail Marker,"199 McLean Blvd, Wichita",Wichita,4.7,12,37.6854689,-97.34463799999999,"point_of_interest, establishment",Too cool! Fairly non-descript marker erected in 1941 that celebrates the Chisolm Trail and all the beef and goods that flowed towards the west.
Top of Oklahoma Historical,"303 S Main St, Blackwell",Blackwell,4.7,80,36.80178069999999,-97.2834015,"museum, tourist_attraction, point_of_interest, establishment",I was so taken aback by the kindness and great conversation with the woman who was working this last weekend. She had such a calming presence and answered all of our questions. So many different rooms and artifacts! Beautiful location.
Historic Chisholm Trail Mulberry Tree Marker,"1211-1347 W Maple St, Wichita",Wichita,4.3,7,37.6803338,-97.3556931,"point_of_interest, establishment","Very small plaque, hardly noticeable while driving to find it."
Mulvane Historical Museum,"300 W Main St, Mulvane",Mulvane,4.7,43,37.4737894,-97.24624310000002,"tourist_attraction, museum, point_of_interest, establishment","This place is great and definitely worth a stop. There are so many wonderful treasures in this museum. The staff is very friendly, and we loved meeting Autumn. She was so nice and a sweetheart.
The caboose was really cool to look around and see inside. There's also a good collection of uranium glass dish ware."
Old Town Information,"151 N Rock Island Ave, Wichita",Wichita,4.5,6,37.6876891,-97.3284499,"point_of_interest, establishment",I love old town. Its comfortable and easy to walk from shop to shop.
Historic Frisco Railroad Bridge,"M98V+33, Keighley",Keighley,5,2,37.6652129,-96.60736460000001,"point_of_interest, establishment","Very cool old railroad bridge, wish there was no graffiti ! It's in sketchy area!"
Deer Creek Archeological Site,"E Fork Rd, Newkirk",Newkirk,3.3,7,36.9120278,-97.0552926,"point_of_interest, establishment",Very nice place lots of history
Rose Hill Historical Society,"106 S Main St, Rose Hill",Rose Hill,4,4,37.55896449999999,-97.13359779999999,"museum, point_of_interest, establishment",
Stewart Creek Bridge - 1904,"51st Rd, Udall",Udall,4.7,7,37.385101,-97.06062299999999,"point_of_interest, establishment",Lovely little bridge. Looks like a decent spot for river fishing.
Augusta Historical Museum,"303 State St, Augusta",Augusta,4.8,33,37.6739215,-96.9791917,"museum, tourist_attraction, point_of_interest, establishment","Absolutely fantastic. Really neat information, great staff!

My family visited for the annual tea party and it was exquisite!! I would have paid 2x the price for the tickets for an extra 30 minutes.   🤣 so my only complaint about that event was that I couldn't sit there all day and enjoy the wonderful ambiance they created. It is truly a special event. We look forward to going  back to thoroughly explore the museum."
Center of Wichita,"100 E Douglas Ave, Wichita",Wichita,5,2,37.6860019,-97.33817789999999,"point_of_interest, establishment",Wichita Toy Run
Scripture Hill,Arkansas City,Arkansas City,3.7,3,37.0931897,-97.03062170000001,"point_of_interest, establishment",This iconic stone sign has been around for 124 years and requires yearly maintenance.  That's what we were doing today.
Derby Historical Museum,"710 E Market St, Derby",Derby,4.8,16,37.5446454,-97.2628757,"tourist_attraction, museum, point_of_interest, establishment",This is a fabulous museum! We were amazed at how much was in here! It's definitely one we will be going back to! The people that work there are wonderful and very knowledgeable! Such a great place!
Cowley County Historical Society Museum (CCHSM),"1011 Mansfield St, Winfield",Winfield,4.6,42,37.2386917,-97.0013309,"tourist_attraction, museum, point_of_interest, establishment","Our family visited Winfield for the 1st time and spent a part of 3 days visiting the museum and exchanging family memorabilia from my dads family. My dad, Charlie Waite, a son of Delmer and Sarah, was proud to be a farm boy from Winfield. I finally got the chance to see why. A beautiful town with beautiful people. And a museum to be very proud of! A true gem. We met many wonderful people. A special thank you to Lou who made the visit so special for us."
Bryson Paddock Archeological Site,Newkirk,Newkirk,5,2,36.9295306,-96.9514837,"point_of_interest, establishment","It has been 56 to 57 years ago that Jerry Huster took me to an antique Oklahoma Territory/Kansas geological Monument.  We laughed because it was almost 2 miles off the currently awknowledge border.  I enjoy memories of Jerry.  Now gone, we were 1972 graduates of Newkirk High School."
Oklahoma Kansas historical marker,"X3XG+JQ, Hardy",Hardy,5,1,36.9990911,-96.9231027,"tourist_attraction, point_of_interest, establishment",I remember the time Jeremy Huster showed me this marker.  It was about 1969.  Almost no one knew it existed.
Crab Creek Bridge,"223rd Rd, Dexter",Dexter,4.8,9,37.141268,-96.74508999999999,"point_of_interest, establishment","I think next time I go here I'll bring along loopers and trim a few bushes and trees.  I've seen this done at national parks and it ""frames"" the view."
