Place Name,Address,City,Rating,Total Ratings,Latitude,Longitude,Type,Description
Nicodemus National Historic Site,"304 Washington Ave, Bogue",Bogue,4.7,281,39.3933595,-99.6146777,"tourist_attraction, point_of_interest, establishment",Arrived 15 minutes before opening but the Rangers opened up with the upmost politeness and was very knowledgeable with our questions. Wish everyone in that office the best in life!
Nicodemus Historical Society,"611 5th St, Bogue",Bogue,4.7,3,39.3882245,-99.6187108,"museum, tourist_attraction, point_of_interest, establishment","This place is interesting, how it got started and how Nicodemus became the town it is today."
Amos H. Boultinghouse Homestead,"S 190th Ave, Osborne",Osborne,5,1,39.4448404,-98.8416056,"point_of_interest, establishment",The Amos Boultinghouse Homestead is in the Tilden Township.
John W. Guyer Homestead,Osborne,Osborne,5,1,39.3872881,-98.83707319999999,"point_of_interest, establishment",John W Guyer Homestead is a nice homestead in Kill Creek Township. It is near Kill Creek. Raccoons roam the area.
John Storer Homestead,Alton,Alton,5,1,39.4668102,-98.8063551,"point_of_interest, establishment",The John Storer Homestead is near Bloomington in Tilden Township.
Fort Bissell Museum,"501 Fort Bissel Ave, Phillipsburg",Phillipsburg,4.6,22,39.7554363,-99.33258099999999,"tourist_attraction, point_of_interest, establishment","Small fort and museum with 100% community donated artifacts, construction and time to assemble this collection of buildings as well as several rooms full of artifacts. The volunteers are kind and generous with plenty of details about the history of the area. Free entry and about 1/2 hour needed to enjoy all this stop has to offer - but worth your time and effort."
Henry John Neuschwanger Homestead,"724 S 200th Ave, Osborne",Osborne,5,1,39.3982753,-98.8537151,"point_of_interest, establishment",The Henry John Neuschwanger Homestead has an old house surrounded by trees not far from Mt Hope Cemetery and is in Tilden Township.
Rooks County Historical Society & Museum,"921 S Cedar St, Stockton",Stockton,4.8,11,39.4277441,-99.2756594,"museum, point_of_interest, establishment","If you like the old style museums, we think you’ll love this one.  Not the ones with lots of reading and a few items displayed.  We had a guided tour with Rick, the coordinator, who is not native to the area but was full of local history.  Very well organized and sounds like more improvements to come.  ENJOY!"
Logan Area Historical Museum,"219 W Main St, Logan",Logan,4.3,3,39.6616736,-99.5720139,"museum, tourist_attraction, point_of_interest, establishment","Cool place, with national / international stuff!"
Franklin Academy,Franklin,Franklin,5,1,40.1009648,-98.9527269,"point_of_interest, establishment",Cool place with military vehicles and aircraft. The historical society plaque talks about the Academy and notable alumni who made the standard for the yellow bus. Franklin Academy is a great place to pull over and stretch your legs and walk and look at the attractions. There are some military memorial names for you to look at. This area has a number of flags on display as well as a large American flag. There are no public restrooms.
Cedar Depot museum,Cedar,Cedar,0,0,39.6568983,-98.9401802,"museum, point_of_interest, establishment",No description available
Home on the Range Cabin,"7032 90 Rd, Athol",Athol,4.7,108,39.8894087,-98.947194,"tourist_attraction, point_of_interest, establishment",Tiny cabin with a lot of history just off the beaten path. Free to explore and live a little piece of history. The kids enjoyed seeing the cabin and running around on the nature trail. A couple of picnic tables and a portable bathroom on site.
Franklin County Museum,"1309 H Rd, Franklin",Franklin,4.3,4,40.1031768,-98.9509483,"museum, point_of_interest, establishment","Everyone is friendly here😃I enjoyed going back in time!There is so much to see,U need a whole day to enjoy!"
Stormer Ford Prairie Dog Town,"3QWP+28, Republican City",Republican City,5,1,40.0950352,-99.2142164,"point_of_interest, establishment",It is just driveway pull out to view the prairie dogs. They are just out in the field. This location.is free.
Norton County Museum,"105 E Lincoln St, Norton",Norton,4,3,39.8303379,-99.88860539999999,"museum, tourist_attraction, point_of_interest, establishment",We stopped by the county museum yet it was closed. It was open today or should be open today at 2:00 p.m. yet we are just too early and have many dots on our trip. The building is stone and looks very luck large inside and neat. Really nice set of stairs going up to the main door. We will have to come back and visit.
They Also Ran Gallery,"105 W Main St, Norton",Norton,4.5,8,39.8292591,-99.88927199999999,"museum, tourist_attraction, point_of_interest, establishment",We stopped by this gallery which of inside of a bank. They were not open today and we were not able to get a hold of them in time to set up an appointment for a Saturday visit. We will attempt to come back another time.
Logan Area Historical Society,"215 W Main St #217, Logan",Logan,0,0,39.6616734,-99.5720139,"point_of_interest, establishment",No description available
Nicodemus Historic Baseball Diamond,"418 Washington Ave, Bogue",Bogue,0,0,39.3932834,-99.6180579,"tourist_attraction, point_of_interest, establishment",No description available
City of Smith Center,"119 W Court St A, Smith Center",Smith Center,3.7,3,39.776567,-98.78708909999999,"point_of_interest, establishment",Best experience I've had dealing with a city service. The girls in the office are great .
Webster State Park,"1140 10 Rd, Stockton",Stockton,4.6,262,39.421989,-99.4342088,"tourist_attraction, park, point_of_interest, establishment","Webster is a very expansive park with numerous campgrounds within.  We stayed in Hill Top where about half of the sites were pull through, all in the sun, gravel, water, electricity.  We were there during a hazardous bacteria warning for the water so we could not take advantage of the beaches or fishing, but I'd guess it is usually lovely and a great place for families.  Some of the roads to get into the campgrounds have big chunks missing or pot holes which can be hard on tow vehicles and RVs.  Other campgrounds (old marina and eagle view) within the Park had sites with much more shade and they were lovely.  Bath houses were clean (the ones we used).  No dumpster or bathroom/house in Hill Top.  We saw some wildlife-hog nosed snake racoon, lots of birds.  Stockton is just 10 minutes away and they have dinner good things for kids-parks, playgrounds, public pool.  Our purpose for being in the area was visiting Nicodemus national historical site."
