Place Name,Address,City,Rating,Total Ratings,Latitude,Longitude,Type,Description
Haskell County Historical,"Fairgrounds St, Sublette",Sublette,4.9,14,37.478262,-100.8364858,"museum, tourist_attraction, point_of_interest, establishment",Wow so much stuff from the past this place was surreal. Really made me stop and think and the kids absolutely loved it too.
Meade County Historical,"200 Carthage St, Meade",Meade,4.6,49,37.2856544,-100.3384266,"museum, tourist_attraction, point_of_interest, establishment","Stopped in today to check out the museum, it is laid out really nice starting with Native American artifacts and then from there onto early settlers. The guy that was there ""Brian"" was very friendly and knowledgeable. We really enjoyed it."
Welcome to Oklahoma Sign,Tyrone,Tyrone,4.9,7,36.9902251,-101.011966,"point_of_interest, establishment",Easy access from the main road. Plenty of space to pull off and park safely for photos.
Kansas Welcome Sign,Liberal,Liberal,5,1,36.9988246,-100.8916932,"point_of_interest, establishment","It is always nice to find these types of signs. They give us a specific reference regarding the change of status, in order to confirm and/or adjust the itinerary/route under management."
Historic Adobe Museum,"300 E Oklahoma Ave, Ulysses",Ulysses,4.8,31,37.5770652,-101.3552232,"tourist_attraction, museum, point_of_interest, establishment",A sudden change in weather forced us to cancel our distance travel plans so decided to make a short trip to visit this museum since we already had day together planned. Was well worth the 30 minute drive. An excellent museum that showcases the changes in the area over the past 150 years. The exhibits are well put together and organized for a visitor to have an educational tour as you wonder through the museum.  Much more to see than what you might expect for a small town. Admittance is free but consider leaving a donation. The staff were very friendly and welcoming.
Dorothy's House and the Land of Oz,"567 E Cedar St, Liberal",Liberal,4.3,1016,37.0345435,-100.9105968,"museum, tourist_attraction, point_of_interest, establishment","This was a cute place. I didn't do the tour, I just viewed the museum and bought souvenirs from the gift shop. The cashier was very kind and we enjoyed a chat while I shopped. Definitely worth stopping in! I included pics from the entrance."
Jones & Plummer Trail Museum,"1107 Douglas Ave, Beaver",Beaver,4.5,16,36.8072051,-100.5203323,"museum, tourist_attraction, point_of_interest, establishment","We stopped here on our way across the Oklahoma panhandle. We were looking for a little break and a chance to get out of the car. This was a great stop! The museum curator was knowledgeable, helpful and interesting. She had a passion for the museum and it showed! A great selection of items to look through and thoughtfully arranged. The rooms just kept going on and on.  If you enjoy museums, this is well worth your time."
Randall Girl Scout Cabin,"121 W 11th St, Liberal",Liberal,5,1,37.0508833,-100.925308,"point_of_interest, establishment","We went to get dinner, the food was delicious and we were eating right away 😋 after placing our order. Flautas ahogadas,churro, and agua de horchata were my order. Highly recommend 👌"
Coronado Historical Marker,"WF4P+HP, Forgan",Forgan,0,0,36.90653,-100.513155,"point_of_interest, establishment",No description available
Hank The Cowdog Monument,"215-221 Main St, Forgan",Forgan,0,0,36.90674920000001,-100.5376722,"point_of_interest, establishment",No description available
former AT&SF Train Depot,"408 E 10th St, Hugoton",Hugoton,0,0,37.1720366,-101.3420197,"point_of_interest, establishment",No description available
Grant County Museum,"300 E Oklahoma Ave, Ulysses",Ulysses,4.8,6,37.5769426,-101.3552174,"museum, tourist_attraction, point_of_interest, establishment","The people here know their history. I've seen buses from other towns taking their kids through the museum. It's a great experience for all ages. Well worth your time to stop in and take a look.

I personally was interested in the arrowhead and sharks teeth displays."
Stauth Memorial Museum,"111 N Aztec St, Montezuma",Montezuma,4.8,28,37.596716,-100.442422,"tourist_attraction, museum, travel_agency, point_of_interest, establishment","For all of their world travels, ultimately, this museum tells the story of Montezuma. A great destination for anyone who loves travel."
Dalton Gang Hideout,"502 S Pearlette St, Meade",Meade,4.5,407,37.2808319,-100.3370671,"tourist_attraction, point_of_interest, establishment",This place was a little interesting. Good information about the Dalton brothers. Give us something to do as we overnighted in this small town. The man running it was very nice and informative.
Stevens County Gas Museum,"905 S Adams St, Hugoton",Hugoton,4.6,27,37.1726755,-101.341629,"museum, point_of_interest, establishment","This museum is awesome, it has so much stuff and is very interesting! And the people that run it are so nice and always helpful with any questions you have."
Historic Haggard General Store,Cimarron,Cimarron,4,1,37.6351909,-100.3155378,"food, point_of_interest, store, establishment",
Mid-America Air Museum,"2000 W 2nd St, Liberal",Liberal,4.7,265,37.0388389,-100.9512739,"museum, tourist_attraction, point_of_interest, establishment",Amazing facility! The staff was super kind. An amazing array of aircrafts. The kids have really enjoyed looking at everything and getting to sit in some of the aircrafts takeoff from the runway behind.
High Plains Heritage Foundation,"150 Plaza Dr #3, Liberal",Liberal,0,0,37.0511412,-100.9202246,"point_of_interest, establishment",No description available
Samson of the Cimarron bridge,"11772 Rd R, Liberal",Liberal,5,5,37.1497254,-100.7534909,"point_of_interest, establishment","Stunning bridge, a gorgeous and enduring feature of engineering."
Meade State Park,"12165 S V Rd, Meade",Meade,4.6,479,37.1637455,-100.4357972,"park, tourist_attraction, point_of_interest, establishment","Don't miss out on this camping oasis. We were pleased to see just about every campsite shaded with large trees. This also helped minimize the affects of a windy day. Designated swim area/sandy beach was perfect to hop in and beat the heat. Gradual slope into the water is perfect for your little ones.  With several campsites right on the water, it was easy to pick one to launch our kayaks. While we used a first come first serve tent site, it appeared most RV sites were booked. The restroom / shower facility appeared newer and was very well taken care of during our weekend trip. Staff and Ranger were friendly and helpful. Would highly recommend."
