Place Name,Address,City,Rating,Total Ratings,Latitude,Longitude,Type,Description
Albany Historical Society,"X4 Road, Sabetha",Sabetha,4.8,28,39.9362486,-95.797851,"museum, tourist_attraction, point_of_interest, establishment",A very good museum with thousands of artifacts showcasing NE Kansas and Southeast Nebraska history.  Exciting weekend show held the weekend after Labor Day in September.
Onaga Historical Society,"310 E 2nd St, Onaga",Onaga,4.9,7,39.4889827,-96.1659909,"museum, tourist_attraction, point_of_interest, establishment","Wonderful displays of local history, including a full-sized caboose, a one-room schoolhouse, and a settler's cabin. Marvelous way to spend an afternoon."
Historical Hand-Dug Well,"401 Road to Oz Highway, Westmoreland",Westmoreland,4.3,15,39.3962435,-96.4080357,"point_of_interest, establishment","It's amazing to read about it and to think it was hand dug. It was just sad to see that people thought it was a trashcan of some sort.... no, not the algae because that's going to be a thing in any still water situation. The plastic jugs, the shoes and other garbage floating. It's sad....but it's in a beautiful park area."
Nemaha County Historical Museum,"113 N 6th St, Seneca",Seneca,4.9,7,39.8361201,-96.0638549,"museum, tourist_attraction, point_of_interest, establishment","Very interesting! From the outside you'd never know the inside is full of all kinds of items from the past, some I've never seen before. Knowledgeable people inside to answer questions or give a tour. Enjoyed our visit."
Pawnee City Historical Society,"529 P St, Pawnee City",Pawnee City,4.6,20,40.1076925,-96.1425255,"museum, point_of_interest, establishment",This place was great to walk around.
The California-Oregon Trail Historical Marker,Westmoreland,Westmoreland,4.4,5,39.3812527,-96.4051985,"point_of_interest, establishment","This was a nice surprise finding the rest/picnic stop along our route on our way to Pawnee SRA.  It was an easy off and on from the road, and plenty of parking for our rig.  Across the road was the rest of the rest stop but perhaps too small for us to get in and out of the space with our rig.  But it was cool to read the description of this route and how for the period notes it was a regular route to California/Oregon via the wagon trail.  Good history.  The area could use a bit of maintenance but otherwise safe and clean"
Table Rock Historical Museum,"414 Houston St, Table Rock",Table Rock,4.8,6,40.1790452,-96.09640259999999,"museum, tourist_attraction, point_of_interest, establishment","Saw this wonderful old opera house being rediscovered and promoted by the robust local historical society. It's like walking through a time machine. Amazing, very enjoyable and fascinating place.  I have a feeling I only scratched the surface."
Richardson County Historical Society,"1401 Chase St, Falls City",Falls City,5,4,40.0589327,-95.6045333,"museum, point_of_interest, establishment","I'm sure the museum is great and all, but the picture Google uses is a private house across the street from the museum. The picture shown is actually 1323 Chase, not 1401. They were doing repair work and it might not serve the museum well to have this picture addressed incorrectly."
Wetmore Calaboose,"211 Nebraska St, Wetmore",Wetmore,5,1,39.63262479999999,-95.8131997,"point_of_interest, establishment",
Walnut Creek Bridge,"Coal Creek Rd, Valley Falls",Valley Falls,4.3,3,39.355183,-95.4585377,"point_of_interest, establishment",Nothing special. Just another country road bridge in Kansas somewhere. Through my eyes anyway
"""Four Horsemen of the Lines"" Marker","1712 Central Ave, Horton",Horton,5,1,39.6711021,-95.5270499,"point_of_interest, establishment",A moment of rural electrical history.
Rock Creek Valley Historical Society,"507 Burkman St, Westmoreland",Westmoreland,4.3,3,39.3911853,-96.4106113,"point_of_interest, establishment","While it is a rather small history museum, it is still pretty awesome, with great displays of local history, like a doctor's office and a one room schoolhouse. On the downside, not all of the displays were labelled, and on my visit, I was guided around by a volunteer who didn't know the story of all the displays. Personally, I would have liked to have been able to walk around on my own a bit."
Rainbow Bridge(Finney Rd Bridge),"Finney Rd, Valley Falls",Valley Falls,4.3,4,39.3495624,-95.4795844,"point_of_interest, establishment","This bridge appeared eerie at first to me, I slowly pulled up and admired its structure and then I saw all the artwork 😅

It’s an interesting piece for sure ☺️ creek bed’s kinda dry right now but still a nice scape 📸"
Brown County Historical Society - Ag Museum and Windmill Lane,"301 E Iowa St, Hiawatha",Hiawatha,4.3,20,39.8481521,-95.52191820000002,"museum, tourist_attraction, point_of_interest, establishment",They had there annual  corn picking  day  a field  just south  of there buildings it was free to get in  small  charge for a meal
Oregon Trail gravesite,"9HMV+F6, Westmoreland",Westmoreland,5,1,39.3836633,-96.4069085,"point_of_interest, establishment",Amazing historical site. Incredible to think that this person was passing through this area in the 1840s on the way to Oregon.
Valley Falls Historical Society,"312 Broadway St, Valley Falls",Valley Falls,0,0,39.3462669,-95.45658069999999,"museum, point_of_interest, establishment",No description available
Historical Shrine Church,"314 Broadway St, Valley Falls",Valley Falls,4,2,39.3463335,-95.4567478,"point_of_interest, establishment",A little bit of history to check out if you're passing through.
The Lane Trail,"2876 Acorn Rd #2858, Sabetha",Sabetha,3.8,6,39.9234714,-95.7888112,"point_of_interest, establishment",The roots of the civil war.  The determination of the abolitionists was amazing in keeping Kansas a free state. Ad Astra per Aspera.
Braniff Flight 250 Memorial,"65498 714 Rd, Falls City",Falls City,5,2,40.1750964,-95.5399166,"point_of_interest, establishment",Small memorial marker at the site of a 1966 air liner crash.
Baker Bridge (Fishing Bridge),"8HR2+4P, Valley Falls",Valley Falls,4,3,39.3403125,-95.44818749999999,"point_of_interest, establishment","I found this bridge by complete accident but I’m just as glad! There’s some trails that veer off on the other side, but due to the environment- I wasn’t dressed for that hike 😅

But definitely a good fishing area I’m sure! The bridge is closed off to regular traffic but you can hike across it all you want ☺️there’s even a small parking lot in front of the bridge."
