Place Name,Address,City,Rating,Total Ratings,Latitude,Longitude,Type,Description
Haskell County Historical,"Fairgrounds St, Sublette",Sublette,4.9,14,37.478262,-100.8364858,"museum, tourist_attraction, point_of_interest, establishment",Wow so much stuff from the past this place was surreal. Really made me stop and think and the kids absolutely loved it too.
Meade County Historical,"200 Carthage St, Meade",Meade,4.6,49,37.2856544,-100.3384266,"museum, tourist_attraction, point_of_interest, establishment","Stopped in today to check out the museum, it is laid out really nice starting with Native American artifacts and then from there onto early settlers. The guy that was there ""Brian"" was very friendly and knowledgeable. We really enjoyed it."
Kansas Welcome Sign,Liberal,Liberal,5,1,36.9988246,-100.8916932,"point_of_interest, establishment","It is always nice to find these types of signs. They give us a specific reference regarding the change of status, in order to confirm and/or adjust the itinerary/route under management."
No Man's Land Historical Marker,"US-64 &, N1680 Rd, Knowles",Knowles,4.8,5,36.8384544,-100.003701,"point_of_interest, establishment","I used to think ""no mans land"" was just a phrase. This was educational and interesting."
Big Basin Prairie Preserve Wildlife Area,"US-283, Minneola",Minneola,5,1,37.2396284,-100.0004651,"point_of_interest, establishment",Beautiful and unique place in KS. The buffalo herd is amazing to watch.
St Jacob's Well,Ashland,Ashland,4.7,18,37.2403698,-99.9818331,"tourist_attraction, point_of_interest, establishment","It was an interesting place.  The road that leads to the well is quite rough.  I wasn't even sure if vehicles were allowed on it.  I started walking, but turned back to grab my car due to the how hot it was and not having planned to hike.  I drove as far as I could, about 1 mile, until I came across a rut several feet long that I didn't know if I could squeeze by, so I parked in the grass and walked the rest of the way.  Aside from being rough, the road is also only wide enough for one vehicle.  There are a few flat pull off areas, but it'd still be tricky if you approached a vehicle coming the opposite direction.  I was there on a Summer day and didn't see anyone, so chances are you'll have the place almost to yourself.  I spent about 15 minutes at the well and the area on top of the hill by the windmill, before walking back to my car.  I didn't check out the Living Water Monument, so I can't speak on that or the road leading to it.  Surprisingly, I didn't find any ticks on me, but it was grasshopper galore.  I arrived back at my car to find roughly 20 or 30 of them on my front bumper.  If you came when the weather is nice, there's a lot of hiking opportunity if you're willing to just walk the roads instead of driving.  It was a nice place to see, but I'm not sure I'll go back."
Dorothy's House and the Land of Oz,"567 E Cedar St, Liberal",Liberal,4.3,1016,37.0345435,-100.9105968,"museum, tourist_attraction, point_of_interest, establishment","This was a cute place. I didn't do the tour, I just viewed the museum and bought souvenirs from the gift shop. The cashier was very kind and we enjoyed a chat while I shopped. Definitely worth stopping in! I included pics from the entrance."
Jones & Plummer Trail Museum,"1107 Douglas Ave, Beaver",Beaver,4.5,16,36.8072051,-100.5203323,"museum, tourist_attraction, point_of_interest, establishment","We stopped here on our way across the Oklahoma panhandle. We were looking for a little break and a chance to get out of the car. This was a great stop! The museum curator was knowledgeable, helpful and interesting. She had a passion for the museum and it showed! A great selection of items to look through and thoughtfully arranged. The rooms just kept going on and on.  If you enjoy museums, this is well worth your time."
Fort Dodge Camp Supply Military Road,"11810 US-54, Minneola",Minneola,4.4,12,37.4906872,-99.88733119999999,"point_of_interest, establishment",Interesting large plaque explains the history of the supply camp road.
Randall Girl Scout Cabin,"121 W 11th St, Liberal",Liberal,5,1,37.0508833,-100.925308,"point_of_interest, establishment","We went to get dinner, the food was delicious and we were eating right away 😋 after placing our order. Flautas ahogadas,churro, and agua de horchata were my order. Highly recommend 👌"
Barton sod house,"Oklahoma 73855, United States",United States,0,0,36.9876809,-99.8454847,"point_of_interest, establishment",No description available
Coronado Historical Marker,"WF4P+HP, Forgan",Forgan,0,0,36.90653,-100.513155,"point_of_interest, establishment",No description available
Hank The Cowdog Monument,"215-221 Main St, Forgan",Forgan,0,0,36.90674920000001,-100.5376722,"point_of_interest, establishment",No description available
Stauth Memorial Museum,"111 N Aztec St, Montezuma",Montezuma,4.8,28,37.596716,-100.442422,"tourist_attraction, travel_agency, museum, point_of_interest, establishment","For all of their world travels, ultimately, this museum tells the story of Montezuma. A great destination for anyone who loves travel."
Dalton Gang Hideout,"502 S Pearlette St, Meade",Meade,4.5,407,37.2808319,-100.3370671,"tourist_attraction, point_of_interest, establishment",This place was a little interesting. Good information about the Dalton brothers. Give us something to do as we overnighted in this small town. The man running it was very nice and informative.
Minneola Reformed Presbyterian Church,"405 W Locust St, Minneola",Minneola,3,1,37.43917649999999,-100.0165723,"point_of_interest, establishment",
Historic Haggard General Store,Cimarron,Cimarron,4,1,37.6351909,-100.3155378,"store, food, point_of_interest, establishment",
Gate School,"212 4th St, Gate",Gate,0,0,36.8547507,-100.0570115,"museum, point_of_interest, establishment",No description available
High Plains Heritage Foundation,"150 Plaza Dr #3, Liberal",Liberal,0,0,37.0511412,-100.9202246,"point_of_interest, establishment",No description available
