Place Name,Address,City,Rating,Total Ratings,Latitude,Longitude,Type,Description
Haskell County Historical,"Fairgrounds St, Sublette",Sublette,4.9,14,37.478262,-100.8364858,"museum, tourist_attraction, point_of_interest, establishment",Wow so much stuff from the past this place was surreal. Really made me stop and think and the kids absolutely loved it too.
Meade County Historical,"200 Carthage St, Meade",Meade,4.6,49,37.2856544,-100.3384266,"museum, tourist_attraction, point_of_interest, establishment","Stopped in today to check out the museum, it is laid out really nice starting with Native American artifacts and then from there onto early settlers. The guy that was there ""Brian"" was very friendly and knowledgeable. We really enjoyed it."
Indian Mound,Hartland,Hartland,4,1,37.8952384,-101.3393055,"point_of_interest, establishment",Beautiful and peaceful.  Very interesting history behind it.
Historic Adobe Museum,"300 E Oklahoma Ave, Ulysses",Ulysses,4.8,31,37.5770652,-101.3552232,"tourist_attraction, museum, point_of_interest, establishment",A sudden change in weather forced us to cancel our distance travel plans so decided to make a short trip to visit this museum since we already had day together planned. Was well worth the 30 minute drive. An excellent museum that showcases the changes in the area over the past 150 years. The exhibits are well put together and organized for a visitor to have an educational tour as you wonder through the museum.  Much more to see than what you might expect for a small town. Admittance is free but consider leaving a donation. The staff were very friendly and welcoming.
Finney County Museum,"403 S 4th St, Garden City",Garden City,4.7,76,37.9602562,-100.8709223,"museum, point_of_interest, establishment","Great place to take the family, it's a great zoo and it is free to go.. I don't know of any other zoos that are free. They have a good playground inside the zoo and a carousel 🎠"
Largest Flag in Kansas,"1621 E Fulton St, Garden City",Garden City,5,4,37.9644498,-100.8531528,"point_of_interest, establishment",What a beautiful sight driving down Fulton Street and seeing the American 🇺🇸 flying high over my head. Shared on my Facebook page and of course your wonderful business in the background .
Garden City Water Tower,"103 US-50 BUS, Garden City",Garden City,3.8,13,37.9754223,-100.8722267,"point_of_interest, establishment","Forget everything you know about water towers!  This one is special.   It's a tower.   With water IN IT!  The locals call it the ""water tower"".  Take the kids for a fun filled adventure.
(Make sure you take water off the day is hot - water isn't provided for the self- paced tour)"
Kearny County Museum,"111 S Buffalo St, Lakin",Lakin,4.7,13,37.9385003,-101.2566896,"museum, tourist_attraction, point_of_interest, establishment","Free exhibit of many items related to the origin and founding of the county. As well as exhibits of everyday life from the founding to the present. Pioneer life, bones of mammoths, native Americans, and local service people are just examples. So much to see. Please remember to give a donation."
former AT&SF Train Depot,"408 E 10th St, Hugoton",Hugoton,0,0,37.1720366,-101.3420197,"point_of_interest, establishment",No description available
Grant County Museum,"300 E Oklahoma Ave, Ulysses",Ulysses,4.8,6,37.5769426,-101.3552174,"museum, tourist_attraction, point_of_interest, establishment","The people here know their history. I've seen buses from other towns taking their kids through the museum. It's a great experience for all ages. Well worth your time to stop in and take a look.

I personally was interested in the arrowhead and sharks teeth displays."
Stauth Memorial Museum,"111 N Aztec St, Montezuma",Montezuma,4.8,28,37.596716,-100.442422,"tourist_attraction, travel_agency, museum, point_of_interest, establishment","For all of their world travels, ultimately, this museum tells the story of Montezuma. A great destination for anyone who loves travel."
Dalton Gang Hideout,"502 S Pearlette St, Meade",Meade,4.5,407,37.2808319,-100.3370671,"tourist_attraction, point_of_interest, establishment",This place was a little interesting. Good information about the Dalton brothers. Give us something to do as we overnighted in this small town. The man running it was very nice and informative.
Stevens County Gas Museum,"905 S Adams St, Hugoton",Hugoton,4.6,27,37.1726755,-101.341629,"museum, point_of_interest, establishment","This museum is awesome, it has so much stuff and is very interesting! And the people that run it are so nice and always helpful with any questions you have."
Historic Windsor Hotel,"419 N Main St, Garden City",Garden City,3.3,3,37.9685506,-100.8735898,"museum, point_of_interest, establishment","There are no tours until like May after we came from out of town. The person the phone number belongs to no longer works there but was helpful.
To get info and follow Hotel go to Finney County Preservation and Alliance- Windsor Hotel………Facebook page!!!

We will definitely come back when it opens later in the year!!!"
Historic Haggard General Store,Cimarron,Cimarron,4,1,37.6351909,-100.3155378,"store, food, point_of_interest, establishment",
Clint Lightner Field,"706 E Maple St, Garden City",Garden City,4.4,66,37.960144,-100.866711,"park, point_of_interest, establishment","Wonderful Historic Ballpark in Western Kansas, home of the Garden City Wind of the Pecos League"
Deerfield Texaco Service Station,"105 E 6th St, Deerfield",Deerfield,5,1,37.9796221,-101.1342162,"tourist_attraction, point_of_interest, establishment",The Deerfield Texaco Service Station was built in 1923 on the old US Highway 50. It looks great and seems to be in the process of getting restored. There’s plenty of parking so you can get out of your car and stretch your legs and get a picture to commemorate your visit to Deerfield.
Samson of the Cimarron bridge,"11772 Rd R, Liberal",Liberal,5,5,37.1497254,-100.7534909,"point_of_interest, establishment","Stunning bridge, a gorgeous and enduring feature of engineering."
Meade State Park,"12165 S V Rd, Meade",Meade,4.6,479,37.1637455,-100.4357972,"park, tourist_attraction, point_of_interest, establishment","Don't miss out on this camping oasis. We were pleased to see just about every campsite shaded with large trees. This also helped minimize the affects of a windy day. Designated swim area/sandy beach was perfect to hop in and beat the heat. Gradual slope into the water is perfect for your little ones.  With several campsites right on the water, it was easy to pick one to launch our kayaks. While we used a first come first serve tent site, it appeared most RV sites were booked. The restroom / shower facility appeared newer and was very well taken care of during our weekend trip. Staff and Ranger were friendly and helpful. Would highly recommend."
Cimarron Crossing Park,Cimarron,Cimarron,4.7,72,37.7993155,-100.3522963,"park, tourist_attraction, point_of_interest, establishment",The 55+ Community is a wonderful place to live and retire. There are lots of fun activities and  the park is neat and clean. Our management team is wonderful to work with and really has our best interest at heart. We would welcome you to our park with open arms. Come join us!
