Place Name,Address,City,Rating,Total Ratings,Latitude,Longitude,Type,Description
Humboldt Historical Society,"416 N 2nd St, Humboldt",Humboldt,4.4,14,37.8142285,-95.44530329999999,"museum, tourist_attraction, point_of_interest, establishment",My only regret is not staying longer! We were unsure how much time we could spend looking around and only planned for about 30 minutes. We could have easily spent hours there digesting all the amazing history of the area. The staff were so welcoming as well. Definitely worth the visit!
Allen County Historical Society,"20 S Washington Ave, Iola",Iola,4.8,26,37.9215804,-95.40575390000001,"museum, point_of_interest, establishment",It is an extremely fascinating place to learn the history of Allen County and view different artifacts from past!
Hudgeon Bridge,"467-443 W 520th Ave, Cherokee",Cherokee,4.7,3,37.3687167,-94.89926369999999,"point_of_interest, establishment","A lovely hidden piece of engineering artwork. It's still in beautiful condition, and there was no litter in sight. It was incredibly serene and breathtaking to behold."
Northrup House,"315 East St, Iola",Iola,4.6,8,37.9219756,-95.4000976,"point_of_interest, establishment",Good job on painting it Nich Lohman! 😁👍
The Humboldt Thunderbolt,"QH3M+HW, Humboldt",Humboldt,5,2,37.753943,-95.41522599999999,"point_of_interest, establishment","A fitting tribute to a local baseball legend, and part of a town's economic revival. This historical landmark is worth a stop if you're on the way, and then worth visiting Walter Johnson's birthplace a few miles north if you're interested."
Lovers Leap Cave Dwelling,"58GM+HQ, Independence",Independence,4.3,9,37.1764599,-95.6655243,"point_of_interest, establishment",Very beautiful place in the fall. A lot of glass and graffiti. Huge waterfall real close by
St Aloysius Church Historic Site,"947 KS-47, Girard",Girard,4.9,27,37.5140976,-94.98888009999999,"point_of_interest, establishment","It’s a well kept historical site of a church building from over 100 years ago. Well preserved with its “legend” inscribed on a plaque, free for all to see."
Cherryvale Historical Museum,"215 E 4th St, Cherryvale",Cherryvale,4.3,26,37.2671827,-95.5499421,"museum, tourist_attraction, point_of_interest, establishment",Great roadside history attraction if you are passing through the area.  The lady running the museum said if they weren't open you could call the number on the door and someone will usually be available to come down and give a free tour.
Parsons Historical Museum,"401 S 18th St, Parsons",Parsons,4.5,46,37.3373895,-95.2626607,"museum, tourist_attraction, point_of_interest, establishment","This is an awesome place to learn history about Parsons Kansas. staff is awesome and friendly and treat you like family if you need to know something they tell you and explain everything, I recommend everybody to go check it this place is also free to go to they do take donations"
Altoona Mill Falls,"227-229 River St, Altoona",Altoona,4.5,37,37.5228121,-95.6651992,"tourist_attraction, point_of_interest, establishment",Used to fish here and explore all the time growing up. You could always find old bricks and sometimes old glass bottles from the mid 20th century if you got lucky.
Kate Burnett Historical Marker,"RH67+66J, Humboldt",Humboldt,5,1,37.8105875,-95.4369844,"point_of_interest, establishment",
Independence Bowstring Bridge,Independence,Independence,3,2,37.2248416,-95.69367629999999,"point_of_interest, establishment",
Old Mill Dam,"Mill Dam Rd, Fredonia",Fredonia,4.6,42,37.5146161,-95.8491375,"tourist_attraction, point_of_interest, establishment",Awesome old mill and dam. Very scenic. Road down to Fall River is very rough so parking at top of mill near water plant and walking down is probably a better choice if you don't have 4WD and more importantly high clearance.
Kalida Castle Cave,"964 Osage Rd, Yates Center",Yates Center,4.2,5,37.8595821,-95.70246209999999,"tourist_attraction, point_of_interest, establishment",It looks neat from the road. But the owners had the gate locked. Bummer
Independence Historical Museum & Art Center,"123 N 8th St, Independence",Independence,4.7,67,37.2240993,-95.7083253,"museum, tourist_attraction, point_of_interest, establishment","Nicely maintained local museum. Attended a musical event at the ""Meadowlark Lounge"", a corner of the main floor set up for performances. The Museum has many displays pertinent to local history and culture."
Little House on the Prairie Museum,"2507 CR, 3000 Rd, Independence",Independence,4.6,736,37.1248745,-95.8363966,"tourist_attraction, museum, point_of_interest, establishment","Great experience of the Laura Ingolls Wilder homestead. It's neat to see where Pa dug a 20' well, built a log cabin, and so much more. Modern restrooms. Great gift shop with excellent souvenirs. Almost all of the books are there for sale."
Funston Historical Home,"14 S Washington Ave, Iola",Iola,4.7,3,37.9218055,-95.4058381,"museum, point_of_interest, establishment",Loved the museum and the town. They've done a nice job researching their facts and take pride in what they do.  The signs up and down the streets are nice to Inform you about the buildings or where something use yo be.
Wilson County Historical Society,"420 N 7th St, Fredonia",Fredonia,0,0,37.53438149999999,-95.82629659999999,"museum, library, point_of_interest, establishment",No description available
Cato Historic Stone School,"1153 N 200th St, Arcadia",Arcadia,4.8,9,37.6668637,-94.7413278,"point_of_interest, establishment",Quiet spot to visit. Stage coach Bridge  and the school as well as the old cabin.
Neodesha Historical Museum,"Just of Main, 103 S 1st St, Neodesha",Neodesha,5,1,37.4170922,-95.6747663,"tourist_attraction, museum, point_of_interest, establishment","A small community museum with lots of donated artifacts from Neodesha. The highlight is the replica of the derrick from the Norman No. 1 Oil Well, the site that kicked off the oil boom across the Plains. Doug is an extremely knowledgeable and enthusiastic curator of the town history."
