Place Name,Address,City,Rating,Total Ratings,Latitude,Longitude,Type,Description
Fort Scott National Historic Site,"199 Old Fort Blvd, Fort Scott",Fort Scott,4.7,979,37.8434508,-94.7042879,"tourist_attraction, museum, park, point_of_interest, establishment","Fun place to take the kids to talk about historical challenges, easy to access, no wait, cute gift shop. We enjoyed it!"
Allen County Historical Society,"20 S Washington Ave, Iola",Iola,4.8,26,37.9215804,-95.40575390000001,"museum, point_of_interest, establishment",It is an extremely fascinating place to learn the history of Allen County and view different artifacts from past!
Battle Of Island Mound State Historic Site,"NW County Raod 1002, Butler",Butler,4.6,89,38.2351761,-94.4398796,"tourist_attraction, park, point_of_interest, establishment","Easy stop, quick visit, but a cool piece of history. The trail was well maintained and the bathroom was also well maintained.  Check out my instagram post on this site: @mikeisoutside"
Missouri Welcome Sign,"1360 S 100 Rd, Fort Scott",Fort Scott,4.5,15,37.8417174,-94.6161551,"point_of_interest, establishment","It's a nice sign, I wish they would do something cooler like Colorado has, but it's not bad 😅"
William Mills House,"212 1st St, Osawatomie",Osawatomie,5,1,38.503283,-94.942056,"point_of_interest, establishment",An architectural masterpiece designed by George F Barber
Miami County Kansas Historical Society & Museum,"12 E Peoria St, Paola",Paola,4.7,30,38.5727047,-94.8772177,"museum, tourist_attraction, point_of_interest, establishment","Visited to see the annual Miniature Art Exhibition hosted in the Museum. The exhibition is a must see as it showcases wide variety of miniature paintings from all over the world. The Museum on its own is well curated with various artifacts associated with local and Kansas history. The staff were friendly, knowledgeable and answered every question with immense patience. Hidden jewel for history buffs."
Asylum Bridge,Osawatomie,Osawatomie,4.6,35,38.50516349999999,-94.941989,"point_of_interest, establishment","Absolutely beautiful, stunning, kind of falling apart, but mother nature is not a force to be reckoned with. heh I love visiting famous and historic old bridges and I was quite shocked to not see any “No Trespassing” sign on the entrance to the bridge, it is gated, but maybe that’s just for safety concern?. I wasn’t about to walk across those rotten planks to the gushing tide beneath. 😅

I’m from Ottawa and we have a similar bridge in our town built in 1903 - Warren Truss Bridge however our bridge has been restored and it’s been converted into part of the Flint Hills Nature Trail!

This bridge looks like it could use a little restoration maybe, But then again, if you cross the bridge, you end up at the back of the Osawatomie Asylum so I can understand why they probably don’t want a bunch of traffic going through there.

Nevertheless, it’s a new piece of Kansas history and it’s well worth a visit!

Subscribe to “Ridin with Dryden” on YouTube"
Northrup House,"315 East St, Iola",Iola,4.6,8,37.9219756,-95.4000976,"point_of_interest, establishment",Good job on painting it Nich Lohman! 😁👍
Pottawatomie Massacre,Lane,Lane,4.2,17,38.4394078,-95.0840813,"point_of_interest, establishment",It is very cool to see this marker and know the history that happened on this spot. But what was even cooler was playing on the old dangerous playground equipment that resides there now.
Dietrich Cabin,"City Park, Ottawa",Ottawa,4.3,15,38.6106064,-95.26795109999999,"tourist_attraction, museum, point_of_interest, establishment",Visited a few months ago and only saw the outside. Visited today for the open house and had a wonderful time. Becky the guide was very knowledgeable and made this visit wonderful. She made my husband interested in the history and he kept wanting to know more.
