Place Name,Address,City,Rating,Total Ratings,Latitude,Longitude,Type,Description
Kansas Historical Marker Beersheba,"State Route 156 &, KS-23, Garfield Township",Garfield Township,5,1,38.059365,-100.4617625,"point_of_interest, establishment",
Kansas Historical Marker,"KS-96, Beeler",Beeler,4.8,4,38.4506213,-100.1996736,"point_of_interest, establishment","I just drive by in my truck. Looks nice and a great tribute to George.
A man famous to most people for inventing peanut butter. But alas that is not true. But he was a great man in agricultural science"
Finney County Museum,"403 S 4th St, Garden City",Garden City,4.7,76,37.9602562,-100.8709223,"museum, point_of_interest, establishment","Great place to take the family, it's a great zoo and it is free to go.. I don't know of any other zoos that are free. They have a good playground inside the zoo and a carousel 🎠"
Largest Flag in Kansas,"1621 E Fulton St, Garden City",Garden City,5,4,37.9644498,-100.8531528,"point_of_interest, establishment",What a beautiful sight driving down Fulton Street and seeing the American 🇺🇸 flying high over my head. Shared on my Facebook page and of course your wonderful business in the background .
Santa Fe Trail Tracks,"US-400, Fort Dodge",Fort Dodge,4,255,37.7895652,-100.1977533,"tourist_attraction, point_of_interest, establishment","Basically impossible to see the tracks as of early October. However, the surrounding views are gorgeous, with prairie grass waving and very colorful. I wonder if they should put up something to block weather, as it seems like all the Santa Fe track sites I visited are deteriorating. It feels like something could be done to preserve them better. Either way, the site is still in a beautiful spot, just beware of the heavy construction traffic on these roads to the site, I do not recommend taking this highway any further than to this site."
Garden City Water Tower,"103 US-50 BUS, Garden City",Garden City,3.8,13,37.9754223,-100.8722267,"point_of_interest, establishment","Forget everything you know about water towers!  This one is special.   It's a tower.   With water IN IT!  The locals call it the ""water tower"".  Take the kids for a fun filled adventure.
(Make sure you take water off the day is hot - water isn't provided for the self- paced tour)"
Lane County Historical Museum,"333 N Main St, Dighton",Dighton,4.3,16,38.48498490000001,-100.4671222,"museum, tourist_attraction, point_of_interest, establishment",Cool place to find so many treasures and information about the area. The ladies there are so willing to share information. We will go again!
Scott County Veteran Memorial,"415 E 5th St, Scott City",Scott City,5,3,38.4821635,-100.9021606,"point_of_interest, establishment",A nice memorial that is well done and touching. Lots of community support shows here.
El Quartelejo Museum,"902 W 5th St, Scott City",Scott City,4.8,67,38.4827857,-100.9182503,"museum, tourist_attraction, art_gallery, store, point_of_interest, establishment","We showed up after hours from a long way away, and the museum members were extremely gracious in keeping their doors open. A tremendous place to learn about Pueblan history that was surprising to find in this part of the country."
Kearny County Museum,"111 S Buffalo St, Lakin",Lakin,4.7,13,37.9385003,-101.2566896,"museum, tourist_attraction, point_of_interest, establishment","Free exhibit of many items related to the origin and founding of the county. As well as exhibits of everyday life from the founding to the present. Pioneer life, bones of mammoths, native Americans, and local service people are just examples. So much to see. Please remember to give a donation."
Stauth Memorial Museum,"111 N Aztec St, Montezuma",Montezuma,4.8,28,37.596716,-100.442422,"tourist_attraction, travel_agency, museum, point_of_interest, establishment","For all of their world travels, ultimately, this museum tells the story of Montezuma. A great destination for anyone who loves travel."
DeGeer Corner,"501 1/2 Main St, Scott City",Scott City,0,0,38.4819244,-100.907089,"point_of_interest, establishment",No description available
Old Texaco Gas Station,"607 W 5th St, Scott City",Scott City,3,2,38.48220329999999,-100.9141752,"point_of_interest, establishment","saw the very rude review of the indian guy who clearly hasnt been here (neither have I), and felt the need to counter balance it. Im sure this is a lovely place!"
Historic Windsor Hotel,"419 N Main St, Garden City",Garden City,3.3,3,37.9685506,-100.8735898,"museum, point_of_interest, establishment","There are no tours until like May after we came from out of town. The person the phone number belongs to no longer works there but was helpful.
To get info and follow Hotel go to Finney County Preservation and Alliance- Windsor Hotel………Facebook page!!!

We will definitely come back when it opens later in the year!!!"
Historic Haggard General Store,Cimarron,Cimarron,4,1,37.6351909,-100.3155378,"food, store, point_of_interest, establishment",
Old Bank Gallery,"146 E Long St, Dighton",Dighton,5,2,38.4819244,-100.4657096,"art_gallery, point_of_interest, establishment",The restoration work on this old bank is extraordinary! I've spent many hours in there studying Art with the Artist. Many find memories!
Clint Lightner Field,"706 E Maple St, Garden City",Garden City,4.4,66,37.960144,-100.866711,"park, point_of_interest, establishment","Wonderful Historic Ballpark in Western Kansas, home of the Garden City Wind of the Pecos League"
Deerfield Texaco Service Station,"105 E 6th St, Deerfield",Deerfield,5,1,37.9796221,-101.1342162,"tourist_attraction, point_of_interest, establishment",The Deerfield Texaco Service Station was built in 1923 on the old US Highway 50. It looks great and seems to be in the process of getting restored. There’s plenty of parking so you can get out of your car and stretch your legs and get a picture to commemorate your visit to Deerfield.
