Place Name,Address,City,Rating,Total Ratings,Latitude,Longitude,Type,Description
Meade County Historical,"200 Carthage St, Meade",Meade,4.6,49,37.2856544,-100.3384266,"museum, tourist_attraction, point_of_interest, establishment","Stopped in today to check out the museum, it is laid out really nice starting with Native American artifacts and then from there onto early settlers. The guy that was there ""Brian"" was very friendly and knowledgeable. We really enjoyed it."
No Man's Land Historical Marker,"US-64 &, N1680 Rd, Knowles",Knowles,4.8,5,36.8384544,-100.003701,"point_of_interest, establishment","I used to think ""no mans land"" was just a phrase. This was educational and interesting."
Big Basin Prairie Preserve Wildlife Area,"US-283, Minneola",Minneola,5,1,37.2396284,-100.0004651,"point_of_interest, establishment",Beautiful and unique place in KS. The buffalo herd is amazing to watch.
Kiowa County Historical Museum and Soda Fountain,"320 S Main St, Greensburg",Greensburg,4.7,97,37.603431,-99.2925058,"museum, tourist_attraction, food, point_of_interest, store, establishment","Milkshakes, ice cream, and other sweet treats are tasty. Short wait for food. The museum is interesting and talks about the history of Greensburg and surrounding towns."
Cannonball Stage Line Highway,"15479 US-54, Greensburg",Greensburg,4.3,37,37.6085445,-99.2754664,"point_of_interest, establishment","Covered picnic tables provided shade. Some tables have bbq grills, too. A nice place to get out and stretch your legs on a long road trip."
St Jacob's Well,Ashland,Ashland,4.7,18,37.2403698,-99.9818331,"tourist_attraction, point_of_interest, establishment","It was an interesting place.  The road that leads to the well is quite rough.  I wasn't even sure if vehicles were allowed on it.  I started walking, but turned back to grab my car due to the how hot it was and not having planned to hike.  I drove as far as I could, about 1 mile, until I came across a rut several feet long that I didn't know if I could squeeze by, so I parked in the grass and walked the rest of the way.  Aside from being rough, the road is also only wide enough for one vehicle.  There are a few flat pull off areas, but it'd still be tricky if you approached a vehicle coming the opposite direction.  I was there on a Summer day and didn't see anyone, so chances are you'll have the place almost to yourself.  I spent about 15 minutes at the well and the area on top of the hill by the windmill, before walking back to my car.  I didn't check out the Living Water Monument, so I can't speak on that or the road leading to it.  Surprisingly, I didn't find any ticks on me, but it was grasshopper galore.  I arrived back at my car to find roughly 20 or 30 of them on my front bumper.  If you came when the weather is nice, there's a lot of hiking opportunity if you're willing to just walk the roads instead of driving.  It was a nice place to see, but I'm not sure I'll go back."
Fromme-Birney Round Barn,"O St, Mullinville",Mullinville,4.8,55,37.5268447,-99.5088388,"museum, tourist_attraction, point_of_interest, establishment","When driving down the dirt road,  approaching the round barn, I thought how neat it was that it was in the middle of nowhere. I know that may not make sense, but when you’re living in a large city, small things like this put a smile on my face.

The barn is unattended but is well maintained and operates on the honor system.

Unlatch the barn door and turn the lights on. You can read about its history on the walls located on the first level inside the barn."
Kansas Welcome Sign,"US-183, Ashland",Ashland,4.5,2,37.0006018,-99.63107699999999,"point_of_interest, establishment",
Pioneer Krier Museum,"430 W 4th Ave, Ashland",Ashland,4.4,12,37.1928563,-99.7706795,"museum, tourist_attraction, point_of_interest, establishment","Never seen inside...
Just walk my dog by there a lot...
I should stop in there thought..."
1907 Girl Scout Little House,"438 W 6th Ave, Ashland",Ashland,4.7,3,37.1908147,-99.7716576,"point_of_interest, establishment",This place is older than Oklahoma
Fort Dodge Camp Supply Military Road,"11810 US-54, Minneola",Minneola,4.4,12,37.4906872,-99.88733119999999,"point_of_interest, establishment",Interesting large plaque explains the history of the supply camp road.
Barton sod house,"Oklahoma 73855, United States",United States,0,0,36.9876809,-99.8454847,"point_of_interest, establishment",No description available
Big Well Museum,"315 S Sycamore St, Greensburg",Greensburg,4.7,660,37.603412,-99.29443789999999,"museum, tourist_attraction, point_of_interest, establishment","Surprised the Mrs with this awesome hand dug well. But when we got inside, I was surprised by the F5 tornado that came through Greensburg, Kansas. And all the pictures they had.
Well worth your time to come and see this one and mark where you came from on their map. ...   gotta love the people that come together and build everyone back together .  Special kind of love ❤️ 😍"
Dalton Gang Hideout,"502 S Pearlette St, Meade",Meade,4.5,407,37.2808319,-100.3370671,"tourist_attraction, point_of_interest, establishment",This place was a little interesting. Good information about the Dalton brothers. Give us something to do as we overnighted in this small town. The man running it was very nice and informative.
Kiowa County Museum,"320 S Main St, Greensburg",Greensburg,4.5,2,37.6034632,-99.29266229999999,"museum, point_of_interest, establishment","Pretty Neat little museum about the county.
Soda fountain was nice to get a treat at.
The roof top garden was neat to check out."
Minneola Reformed Presbyterian Church,"405 W Locust St, Minneola",Minneola,3,1,37.43917649999999,-100.0165723,"point_of_interest, establishment",
Stone City Park,Buffalo,Buffalo,4.5,14,36.8282048,-99.6339939,"park, tourist_attraction, point_of_interest, establishment",Very little to do here but you can charge a car
Historic Haggard General Store,Cimarron,Cimarron,4,1,37.6351909,-100.3155378,"food, point_of_interest, store, establishment",
Gate School,"212 4th St, Gate",Gate,0,0,36.8547507,-100.0570115,"museum, point_of_interest, establishment",No description available
Starlight Park,Greensburg,Greensburg,5,1,37.6042721,-99.29306729999999,"park, point_of_interest, establishment",Those that have been following along know how much I love statuary parks. I saw this from The Big Well museum and initially thought it was a salute to forks. 😅
