Place Name,Address,City,Rating,Total Ratings,Latitude,Longitude,Type,Description
Haskell County Historical,"Fairgrounds St, Sublette",Sublette,4.9,14,37.478262,-100.8364858,"museum, tourist_attraction, point_of_interest, establishment",Wow so much stuff from the past this place was surreal. Really made me stop and think and the kids absolutely loved it too.
Welcome to Oklahoma Sign,Tyrone,Tyrone,4.9,7,36.9902251,-101.011966,"point_of_interest, establishment",Easy access from the main road. Plenty of space to pull off and park safely for photos.
Kansas Welcome Sign,Liberal,Liberal,5,1,36.9988246,-100.8916932,"point_of_interest, establishment","It is always nice to find these types of signs. They give us a specific reference regarding the change of status, in order to confirm and/or adjust the itinerary/route under management."
Historic Adobe Museum,"300 E Oklahoma Ave, Ulysses",Ulysses,4.8,31,37.5770652,-101.3552232,"tourist_attraction, museum, point_of_interest, establishment",A sudden change in weather forced us to cancel our distance travel plans so decided to make a short trip to visit this museum since we already had day together planned. Was well worth the 30 minute drive. An excellent museum that showcases the changes in the area over the past 150 years. The exhibits are well put together and organized for a visitor to have an educational tour as you wonder through the museum.  Much more to see than what you might expect for a small town. Admittance is free but consider leaving a donation. The staff were very friendly and welcoming.
Dorothy's House and the Land of Oz,"567 E Cedar St, Liberal",Liberal,4.3,1016,37.0345435,-100.9105968,"museum, tourist_attraction, point_of_interest, establishment","This was a cute place. I didn't do the tour, I just viewed the museum and bought souvenirs from the gift shop. The cashier was very kind and we enjoyed a chat while I shopped. Definitely worth stopping in! I included pics from the entrance."
Stanton County Museum,"104 E Highland Ave, Johnson City",Johnson City,4.9,15,37.5633303,-101.7496836,"tourist_attraction, museum, point_of_interest, establishment","A small museum. Has lots of local history. It's not like a big city museum but I really enjoyed it!!! I love the local history and pics...etc. Kind of takes you back to another time! The girl there, attendant, was very nice! There was not a fee to get in but there is a donation box (we left donations as we had planned to pay to get in anyway)."
Caroline Henderson Homestead,Texhoma,Texhoma,3.8,5,36.80511080000001,-101.871791,"point_of_interest, establishment",Not much left to the old place. There are cows roaming the property and the property owner had put up a fence to keep  his cows in. The house looks timeless in its advanced state of decay sitting lonely out on the plains.
Randall Girl Scout Cabin,"121 W 11th St, Liberal",Liberal,5,1,37.0508833,-100.925308,"point_of_interest, establishment","We went to get dinner, the food was delicious and we were eating right away 😋 after placing our order. Flautas ahogadas,churro, and agua de horchata were my order. Highly recommend 👌"
Santa Fe Trail Historical Marker,"69H3+GC, Richfield",Richfield,0,0,37.2288084,-101.6464368,"tourist_attraction, point_of_interest, establishment",No description available
former AT&SF Train Depot,"408 E 10th St, Hugoton",Hugoton,0,0,37.1720366,-101.3420197,"point_of_interest, establishment",No description available
Grant County Museum,"300 E Oklahoma Ave, Ulysses",Ulysses,4.8,6,37.5769426,-101.3552174,"museum, tourist_attraction, point_of_interest, establishment","The people here know their history. I've seen buses from other towns taking their kids through the museum. It's a great experience for all ages. Well worth your time to stop in and take a look.

I personally was interested in the arrowhead and sharks teeth displays."
Stevens County Gas Museum,"905 S Adams St, Hugoton",Hugoton,4.6,27,37.1726755,-101.341629,"museum, point_of_interest, establishment","This museum is awesome, it has so much stuff and is very interesting! And the people that run it are so nice and always helpful with any questions you have."
Old Santa Fe Trail along the northside Cimmaron River,"Old Santa Fe Trail, Elkhart",Elkhart,0,0,37.144442,-101.8558295,"point_of_interest, establishment",No description available
Mid-America Air Museum,"2000 W 2nd St, Liberal",Liberal,4.7,265,37.0388389,-100.9512739,"museum, tourist_attraction, point_of_interest, establishment",Amazing facility! The staff was super kind. An amazing array of aircrafts. The kids have really enjoyed looking at everything and getting to sit in some of the aircrafts takeoff from the runway behind.
High Plains Heritage Foundation,"150 Plaza Dr #3, Liberal",Liberal,0,0,37.0511412,-100.9202246,"point_of_interest, establishment",No description available
Conestoga Trailhead,"Old Santa Fe Trail, Richfield",Richfield,4.5,2,37.201023,-101.719629,"park, point_of_interest, establishment",Neat place to visit a must see just need a vehicle with good ground clearance and good weather to see!
Samson of the Cimarron bridge,"11772 Rd R, Liberal",Liberal,5,5,37.1497254,-100.7534909,"point_of_interest, establishment","Stunning bridge, a gorgeous and enduring feature of engineering."
Wagon Bed Spring,Sullivan,Sullivan,4.5,2,37.39835619999999,-101.3707193,"natural_feature, establishment","I have tried to get to the spring twice. The roads where flooded the first time and today I could get to the turn off road to the spring and it is fenced off. I went around to two other routes to the spring and they were fenced off as well. Not sure how to get to it. I reached out to the Ulysses tourist board for further information on how to access this national monument.

Update: I received a call back from tourist board and they looked into the matter and made me aware of some road wash outs that were being repaired and an event coming up 8/19/2023. I look forward to visiting then to see the site."
