Place Name,Address,City,Rating,Total Ratings,Latitude,Longitude,Type,Description
Miami County Kansas Historical Society & Museum,"12 E Peoria St, Paola",Paola,4.7,30,38.5727047,-94.8772177,"museum, tourist_attraction, point_of_interest, establishment","Visited to see the annual Miniature Art Exhibition hosted in the Museum. The exhibition is a must see as it showcases wide variety of miniature paintings from all over the world. The Museum on its own is well curated with various artifacts associated with local and Kansas history. The staff were friendly, knowledgeable and answered every question with immense patience. Hidden jewel for history buffs."
Monticello Community Historical Society,"23860 W 83rd St, Shawnee",Shawnee,4.3,10,38.97801,-94.862608,"museum, point_of_interest, establishment","Very small place with a focus on only one man who had a connection with Buffalo Bill Cody. It is an old converted fire station,  but there is barely any history about the station. Aside from one saved fire truck that was passed over.

The tour I got was heavily one sided in favor of white settlements. Native American tribes were described to me as Indians to be domesticated. The guide wasn't shy about his distaste and disappointment that some settlers married women from native tribes.

He made it a point to skirt around evidence that some settlements and farms in the area were built and maintained with the work of slaves. When I hinted to that, I was ignored. In that museum, the narrative is that black people and other minorites living in historical times were not worth the effort of research."
Gardner Historical Museum,"204 W Main St, Gardner",Gardner,4.6,29,38.8112431,-94.9312699,"museum, tourist_attraction, point_of_interest, establishment",Loved the history of Gardner. They will give you a guided tour if the house and then the Bray House. Well worth going for an hour or so. Very cool things.
De Soto Historical Society,"33055 W 83rd St, De Soto",De Soto,0,0,38.9779789,-94.9686352,"point_of_interest, establishment",No description available
Osage County Historical Society,"631 Topeka Ave, Lyndon",Lyndon,4.6,12,38.6096926,-95.6842973,"museum, point_of_interest, establishment","Courteous, helpful, and knowledgeable about the contents there. One time visit is probably not enough time to find all they have that one may want for their research."
Heritage Park Barn,"13600 W 175th St, Olathe",Olathe,5,1,38.8127203,-94.74323110000002,"point_of_interest, establishment",
Franklin D. Roosevelt,"W Santa Fe St, Olathe",Olathe,0,0,38.883852,-94.822232,"point_of_interest, establishment",No description available
Big Orange Caboose,"12345 College Blvd, Overland Park",Overland Park,4.8,4,38.9213806,-94.7316055,"point_of_interest, establishment","Learning a lot, thank you to all BNSF instructors."
William Mills House,"212 1st St, Osawatomie",Osawatomie,5,1,38.503283,-94.942056,"point_of_interest, establishment",An architectural masterpiece designed by George F Barber
Anderson County Historical Society Museum,"US Hwy 59 &, W 6th Ave, Garnett",Garnett,4.3,9,38.2784359,-95.24870279999999,"museum, point_of_interest, establishment","Came to do some Ancestry search and give them a picture of my grandmother and her original 1913 Garnett High School diploma. The 2 ladies were extremely helpful and even sent me additional information on my greatgrandpas business, a bakery, he worked at and then bought and operated before moving to Colorado for health reasons."
Franklin County Historical Society Archives & Research Center,"2011 E Logan St, Ottawa",Ottawa,5,3,38.6237124,-95.241468,"point_of_interest, establishment","Awesome! Tried stopping at a test stop but only large trucks there so decided to go somewhere I felt a bit safer and the Franklin County Welcome Center, fit the picture of comfort. Stop and say Hi if you're driving by, the ladies couldn't be nicer."
Watkins Community Museum-History,"1047 Massachusetts St, Lawrence",Lawrence,4.7,201,38.96397,-95.23611079999999,"museum, point_of_interest, establishment","A beautiful, historical bldg. Quite a detailed set of permanent exhibits. And they have 4 rotating exhibits so always come back to see what's  new. I had just an hour to spend here, it was enough to thoroughly examine one exhibit and most of another. The rest I just quickly looked at. Plan an afternoon to enjoy it leisurely. Then enjoy the local food places there are several very close by."
Coffey County Historical Museum,"1101 Neosho St, Burlington",Burlington,4.6,41,38.19443100000001,-95.749326,"museum, tourist_attraction, point_of_interest, establishment","Amazing place, was only using their parking lot on this day. It's a big city museum snuggled into a small Midwest town."
Mine Creek Civil War Battlefield State Historic Site,"20485 KS-52, Pleasanton",Pleasanton,4.6,129,38.1450211,-94.72343579999999,"park, tourist_attraction, point_of_interest, establishment","The museum did have some interesting artifacts, information and beautiful trails.  We were also warned about ticks.  Make sure that you spray yourself before you go on the trails."
Lanesfield Historic Site,"18745 S Dillie Rd, Edgerton",Edgerton,4.7,49,38.78853600000001,-94.991698,"museum, point_of_interest, establishment","Randomly cruising on my day off and always on the lookout for ""brown"" signs! My doggo & I found a geocache as well! 💜"
"Murphy Bromelsick House, homesite of John Speer at Hobbs Park Memorial","702 E 11th St, Lawrence",Lawrence,0,0,38.9654163,-95.22758619999999,"point_of_interest, establishment",No description available
Historic Ottawa Trail Bridge (West),"JP95+V3, Ottawa",Ottawa,5,1,38.6196954,-95.2922834,"point_of_interest, establishment","I was born and raised in Ottawa, Kansas and ever sing I was a kid I always hung out with my friends down at the Ottawa second Steeet Dam. The Dam itself isn’t directly connected to this bridge but you can go through the woods like we used to do..

Or just leave Second Street Dam and enter Hope Cemetery, drive to the far northwestern corner and you’ll find the wooden stairs leading up to the Flint Hills Nature Trail.

Follow the trail and you’ll find this beautiful and historic 1903 Warren Truss Through bridge named the “Historic Ottawa Trail Bridge (West)”. The city of Ottawa and others have beautifully restored this whole area and are working around the clock to restore and reconstruct the trail ☺️

Many thanks for bringing this bridge back to life! I see so many more people back here hiking, biking, fishing and so much else since it’s been restored!

+ Subscribe to Ridin with Dryden on YouTube +"
Santa Fe Trail Historical Marker,Ridgeway,Ridgeway,0,0,38.773719,-95.6859096,"point_of_interest, establishment",No description available
The Old Baptist Mission or Wea Mission Site,"H582+JM, Paola",Paola,0,0,38.5665705,-94.8483638,"point_of_interest, establishment",No description available
WELLSVILLE HISTORICAL SOCIETY,"418 Main St, Wellsville",Wellsville,0,0,38.7197679,-95.0821299,"point_of_interest, establishment",No description available
