Place Name,Address,City,Rating,Total Ratings,Latitude,Longitude,Type,Description
Historic Fort Leavenworth,Atchison,Atchison,3.6,9,39.4322232,-95.08649299999999,"point_of_interest, establishment",The sign is 13 miles from said fort. Where is the historic fort itself? Probably 13 miles behind you. Or maybe it’s gone and replaced by the new fort. Don’t expect answers from this “site.”
Atchison County Historical Society,"Santa Fe Depot, 200 S 10th St, Atchison",Atchison,4.6,73,39.5599814,-95.1272359,"museum, point_of_interest, establishment",Excellent history stop in the old depot. Atchison holds a lot of history & it's packed into this place. Great picture ops sitting in the old train engine.  Free will donation so anyone can visit! Several other fun quick stops in this town...highly recommend spending a cpl hours if passing through.
Independence Creek: Lewis and Clark historical site,"19918 314th Rd, Atchison",Atchison,4.4,16,39.6205428,-95.09854399999999,"point_of_interest, establishment",This is a fun side trip if you’re in the area. No restrooms or anything but neat to see and view Lewis & Clark’s 4th of July campsite.
1889 McInteer Villa,"1301 Kansas Ave, Atchison",Atchison,4.8,192,39.5632838,-95.1334962,"tourist_attraction, point_of_interest, establishment","My Team, Dark Tree Media, did an investigation here and it was great! The place is very well kept, clean and has a great set up. The owner was nice, although the 3pm check in was a little early for our liking. We got some good activity throughout the house and will definitely need to come back again."
The Wyeth Tootle Mansion,"1100 Charles St, St Joseph",St Joseph,4.4,168,39.7647772,-94.8460791,"tourist_attraction, museum, point_of_interest, establishment",Beautiful mansion turned into museum.  We enjoyed the self guided tour through the exhibits over the 3 floors.
Oregon and Santa Fe Trailheads,"Riverside Dr, Fort Leavenworth",Fort Leavenworth,4.5,15,39.3557721,-94.9138218,"point_of_interest, establishment",Very well preserved with informative markers. The Mormon Battalion landed here and followed the Santa Fe Trail on the Army's longest march.
Half-Way House,"22770 MO-273, Platte City",Platte City,5,2,39.391205,-94.8436299,"point_of_interest, establishment",
Ft Smith Historical Site,"802 Prospect Ave, St Joseph",St Joseph,4.6,63,39.772567,-94.862819,"point_of_interest, establishment","Cute, well maintained site with plenty of seating and a canopy for some coverage. A great spot to watch the sunset."
Pony Express Memorial,"910 Frederick Ave, St Joseph",St Joseph,4.9,13,39.7676075,-94.8484907,"point_of_interest, establishment","Beautiful statue! Looks like it's racing, sitting still!!!"
The Journey West Sculpture,"205 S 3rd St, St Joseph",St Joseph,5,1,39.765364,-94.85633899999999,"point_of_interest, establishment",
Former Site of Jesse James Home,"1318 Lafayette St, St Joseph",St Joseph,5,4,39.7578777,-94.8440384,"point_of_interest, establishment",This is the site where Jesse James was assassinated in his home that has been moved to The Patee House down the street which is The Pony Express Headquarters.
Weston MO Historic Jail,"724 Thomas St, Weston",Weston,4.7,3,39.4116501,-94.9025199,"point_of_interest, establishment","Neat little 1800’s jail. Unfortunately, you can’t go in it"
Wilbur Chapman Monument,White Cloud,White Cloud,3.7,3,39.9776581,-95.2960603,"tourist_attraction, point_of_interest, establishment",
Richardson County Historical Society,"1401 Chase St, Falls City",Falls City,5,4,40.0589327,-95.6045333,"museum, point_of_interest, establishment","I'm sure the museum is great and all, but the picture Google uses is a private house across the street from the museum. The picture shown is actually 1323 Chase, not 1401. They were doing repair work and it might not serve the museum well to have this picture addressed incorrectly."
Robidoux Row Museum and St Joseph Historical Society,"219 E Poulin St, St Joseph",St Joseph,4.4,78,39.7747168,-94.8571855,"museum, tourist_attraction, point_of_interest, establishment","As a distant relative of Joseph Robidoux, I am so thankful I had the opportunity to visit these grounds. Another relative, Louise Robidoux founder Riverside, California 🇺🇸"
RavenHearse Manor,"517 Parallel St, Atchison",Atchison,4.9,16,39.5665097,-95.11987769999999,"point_of_interest, establishment","If you love beautiful and/or scary houses, you MUST visit Ravenhearse in Atchison!  It's a stunning home with great ghostly stories as told by Bill, the amazing owner of the home.  Not only did Bill provide great stories about the home, and ""spirited"" contents of the home, but he was incredibly kind in creating a sweet surprise for a special birthday in our group, and helping us find other resources in the area to make our stay in Atchison unforgettable!  His stories about the house, his fascinating raven, and especially the sharing of cherished memories of his beloved son, Rocky, created an atmosphere of vibrant life and intrigue in what would otherwise be a very spooky place!!  Don't miss the creepy pandemic room in the attic, and if you go in the basement ... well ... good luck!!!  We will be visiting Ravenhearse as many times as we can, and hope to see our new friend Bill at Ravenhearse the next time we come to Atchison!!"
Fort de Cavagnial,"16721 Daniel Rd, Leavenworth",Leavenworth,3,4,39.3975881,-94.96519769999999,"point_of_interest, establishment","Peggy Daniels was my best friend when I lived there!
I love Kickapoo❣🤩❣🙏"
Holt County Historical Society,"239 State St, Mound City",Mound City,5,2,40.1280842,-95.23050239999999,"museum, point_of_interest, establishment",Loved it
Walnut Creek Bridge,"Coal Creek Rd, Valley Falls",Valley Falls,4.3,3,39.355183,-95.4585377,"point_of_interest, establishment",Nothing special. Just another country road bridge in Kansas somewhere. Through my eyes anyway
Patee House Museum And Jesse James Homes,"1202 Penn St, St Joseph",St Joseph,4.7,736,39.7561441,-94.8451336,"museum, point_of_interest, establishment","We happened across the Patee House Museum when in town and loved it... this place is amazing and so much fun...

The carousel is antique and hand carved... and it is still in running order... offering rides...

Rhe first floor is amazing offering many antique items from the period... there was so much to see we did not finish the first floor...

Since there is a second and third floor full which I understand are amazing as well we will definitely be back next time we are in the area..."
