Place Name,Address,City,Rating,Total Ratings,Latitude,Longitude,Type,Description
Cottonwood Ranch State Historic Site,"14432 US-24, Studley",Studley,4.8,47,39.356305,-100.173178,"tourist_attraction, museum, point_of_interest, establishment",What a fantastic stop and piece of Kansas history.  The site is unmolested and presented as it was while the original family lived there.  The property maintains most of it's original furniture and fixtures.  The caretaker/staff member was incredibly knowledgeable and extremely friendly.  100% worth stopping if you enjoy Kansas history and want to see a home that has mostly untouched over time.
Trego County Historical Society Museum,"128 N 13th St, WaKeeney",WaKeeney,4.8,24,39.02487199999999,-99.8712702,"museum, tourist_attraction, point_of_interest, establishment","A beautiful spacious museum, beautifully organized with occasional seating for when you need a rest. Pleasant knowledgeable staff. Highly recommend this museum!"
Ellis County Historical Society,"100 W 7th St, Hays",Hays,3.7,9,38.8697144,-99.3323813,"museum, tourist_attraction, library, point_of_interest, establishment",Some things you don’t forget. The horrible experience here is one.
Fort Hays State Historic Site,"1472 US Highway 183 Alt, Hays",Hays,4.6,222,38.862995,-99.341484,"tourist_attraction, museum, point_of_interest, establishment","This is a great place to see how the old forts were laid out during the westward expansion. They have been able to preserve two of the officers' homes and the enlisted men's barracks. The foundations are shown for the commanding officer's home that was sadly sold and moved away. Even the officer's outhouse is there!

The museum part of the visitor center is well done, and the short movies are well done. They have dealt with culturally sensitive topics, too.

I highly recommend seeing this site if you are traveling through or if you live there. Great for all ages."
Castle Rock Badlands,Quinter,Quinter,4.7,20,38.85833280000001,-100.1715166,"point_of_interest, establishment",This place was really cool to explore! The dirt roads to get there are rough but definitely worth the experience! The history behind these rocks is amazing. Remember to be respectful as it is on private property.
Rush County Historical Museum,"Grass Park, 202 1st St, La Crosse",La Crosse,4.6,5,38.5245324,-99.31218340000001,"museum, point_of_interest, establishment","Lots to see, great people running it."
Barbed Wire Museum,"120 1st St, La Crosse",La Crosse,4.6,56,38.5246153,-99.311587,"museum, tourist_attraction, point_of_interest, establishment","Great museum that’s kind of nondescript from the outside. You’ll see the two large balls of barbed wire.
Once inside it has multiple large rooms that are super carefully curated. There’s a nice woman that takes care of the museum and keep it super tidy.

They’ve everything from the history of the south west, to the uses of Barbed wire, how it was made, all the variations, and a room that’s a route 66 museum. There is art made with Barbed wire, all carefully displayed and very informative. This was one of the highlights of our route 66 trip.

It’s free but they take donations which will gladly left."
Iwo Jima Memorial,"704 S 13th St, WaKeeney",WaKeeney,1,2,39.0119027,-99.8710076,"point_of_interest, establishment",No longer there.   Will search nearby Veterans Cemetery to see of moved there.
McCracken Historical Museum,"212 Main St, McCracken",McCracken,5,3,38.5839816,-99.5696358,"museum, point_of_interest, establishment",There are two museums and they open by appointment. The Paper Moon museum is awesome and has a lot of items from when parts of the movie were filmed in McCracken Kansas. The Historic Museum offers a look at the last jail and lots of items regarding local area history.
Sheridan County Historical Society and Mickey's Museum,"1224 Oak Ave, Hoxie",Hoxie,5,1,39.3574535,-100.4387367,"point_of_interest, establishment",The women at the Sheridan county historical society are very knowledgeable and helpful
