Place Name,Address,City,Rating,Total Ratings,Latitude,Longitude,Type,Description
Fort Scott National Historic Site,"199 Old Fort Blvd, Fort Scott",Fort Scott,4.7,979,37.8434508,-94.7042879,"tourist_attraction, museum, park, point_of_interest, establishment","Fun place to take the kids to talk about historical challenges, easy to access, no wait, cute gift shop. We enjoyed it!"
Allen County Historical Society,"20 S Washington Ave, Iola",Iola,4.8,26,37.9215804,-95.40575390000001,"museum, point_of_interest, establishment",It is an extremely fascinating place to learn the history of Allen County and view different artifacts from past!
Battle Of Island Mound State Historic Site,"NW County Raod 1002, Butler",Butler,4.6,89,38.2351761,-94.4398796,"tourist_attraction, park, point_of_interest, establishment","Easy stop, quick visit, but a cool piece of history. The trail was well maintained and the bathroom was also well maintained.  Check out my instagram post on this site: @mikeisoutside"
Missouri Welcome Sign,"1360 S 100 Rd, Fort Scott",Fort Scott,4.5,15,37.8417174,-94.6161551,"point_of_interest, establishment","It's a nice sign, I wish they would do something cooler like Colorado has, but it's not bad 😅"
Historical Iron Bridge,"250th St, Garland",Garland,4.8,4,37.694469,-94.64889600000001,"point_of_interest, establishment","Iron is the traditional 6th anniversary gift, so a visit to this historic iron bridge was a fun way to celebrate!"
Northrup House,"315 East St, Iola",Iola,4.6,8,37.9219756,-95.4000976,"point_of_interest, establishment",Good job on painting it Nich Lohman! 😁👍
The Humboldt Thunderbolt,"QH3M+HW, Humboldt",Humboldt,5,2,37.753943,-95.41522599999999,"point_of_interest, establishment","A fitting tribute to a local baseball legend, and part of a town's economic revival. This historical landmark is worth a stop if you're on the way, and then worth visiting Walter Johnson's birthplace a few miles north if you're interested."
Crawford County Historical Museum,"651 US-69, Pittsburg",Pittsburg,4.8,81,37.4326655,-94.7135763,"museum, tourist_attraction, point_of_interest, establishment","There are so many different artifacts to see, and there is so much history to read about here. One could easily spend hours here and still manage to overlook something that they'll find on their next visit. Kind of like a hidden picture puzzle. And that it's free to visit is astounding."
Mine Creek Civil War Battlefield State Historic Site,"20485 KS-52, Pleasanton",Pleasanton,4.6,129,38.1450211,-94.72343579999999,"park, tourist_attraction, point_of_interest, establishment","The museum did have some interesting artifacts, information and beautiful trails.  We were also warned about ticks.  Make sure that you spray yourself before you go on the trails."
Long Shoals Bridge,"265th St, Fulton",Fulton,4.8,4,37.99474,-94.62169,"point_of_interest, establishment","Grew up riding over this bridge as a kid. It was a sign we were almost to Grandma's house. It's one of my favorite places to sit and enjoy the quiet of life. The road winds to the new bridge, but you can see where the old road still goes. Definitely my happy place."
St Aloysius Church Historic Site,"947 KS-47, Girard",Girard,4.9,27,37.5140976,-94.98888009999999,"point_of_interest, establishment","It’s a well kept historical site of a church building from over 100 years ago. Well preserved with its “legend” inscribed on a plaque, free for all to see."
Marais des Cygnes Massacre State Historic Site,"26426 E 1700th Rd, Pleasanton",Pleasanton,4.5,104,38.2817795,-94.6211477,"tourist_attraction, point_of_interest, establishment",Very SCAREY place if you're alone. Just the history gives it a weird vibe..very informative site. Hate that somebody dumped their trash there. People have no respect for the history of the UNITED STATES OF AMERICA...worth the drive out of the way and very beautiful countryside...
Arthur Capper Memorial,"508-500 S Cedar St, Garnett",Garnett,4.3,3,38.2798604,-95.23615459999999,"tourist_attraction, point_of_interest, establishment",
Birthplace of Robert A. Heinlein,"805 N Fulton St, Butler",Butler,5,1,38.2653465,-94.3354746,"point_of_interest, establishment","Stumbled across this on our drive, not sure if there is a museum etc. one of my favorite authors and a really neat surprise to find his birthplace and home"
Ripley's smallest tombstone,Butler,Butler,4.4,25,38.2622383,-94.31510430000002,"point_of_interest, establishment","If you enjoy quirky stops on a road trip and you’re in the area, this is one to see. It is very peaceful and sweet, just be sure to be respectful as it is a cemetery. Leave a coin for Ms. Linnie."
Anderson County Historical Society Museum,"US Hwy 59 &, W 6th Ave, Garnett",Garnett,4.3,9,38.2784359,-95.24870279999999,"museum, point_of_interest, establishment","Came to do some Ancestry search and give them a picture of my grandmother and her original 1913 Garnett High School diploma. The 2 ladies were extremely helpful and even sent me additional information on my greatgrandpas business, a bakery, he worked at and then bought and operated before moving to Colorado for health reasons."
The Ducks Unlimited Presidents' Marsh,"2MPP+HR, Rich Hill",Rich Hill,5,1,38.0364806,-94.31290659999999,"point_of_interest, establishment",Excellent nature viewing vantage point. There is plenty of parking and space to stretch and take in the view. There are no facilities so come prepared.
Bates County Museum,"802 Elks Dr, Butler",Butler,4.7,52,38.2690324,-94.35077869999999,"museum, tourist_attraction, point_of_interest, establishment","What a cool place! I very much enjoyed the history lesson and elegance of this adorable museum. So many wonderful and eclectic items, up close and personal. You can tell a lot of love went into this place."
Block House,Fort Scott,Fort Scott,0,0,37.8431913,-94.7065805,"point_of_interest, establishment",No description available
Robbie Briscoe Memorial Marsh and Boardwalk,"2MMP+VP, Rich Hill",Rich Hill,3,2,38.0346973,-94.31317109999999,"point_of_interest, establishment",Excellent nature viewing location. Plenty of parking to include handicapped access. There are no facilities so go prepared.
