Place Name,Address,City,Rating,Total Ratings,Latitude,Longitude,Type,Description
Ft. Blair Historic Site,"198 E 6th St, Baxter Springs",Baxter Springs,4.4,46,37.0296163,-94.7338869,"tourist_attraction, point_of_interest, establishment",Neat place but very odd place for a Civil War Fort you'll see what I mean when you are there but cool all the same if you're a civil war buff
Historic Route 66 - Allen's Conoco Fillin' Station,"101 S Main St, Commerce",Commerce,4.6,63,36.9329947,-94.87734379999999,"point_of_interest, establishment","Cool little local landmark on Route 66 in Commerce Oklahoma, Located directly across the street is the Dairy King if you get a chance to eat there you will not be disappointed- They Are Cash Only.  Another local landmark a couple blocks away is Mickey Mantles childhood Home."
Route 66 Gateway Sign,"218 S Main St, Miami",Miami,4.5,22,36.8714714,-94.8775788,"point_of_interest, establishment",Cool looking Route 66 landmark sign in the middle of downtown Miami.
Mickey Mantle's Childhood Home,"319 S Quincy St, Commerce",Commerce,4.3,148,36.9301321,-94.875053,"tourist_attraction, point_of_interest, establishment","The placard by the front door is interesting. You can't go inside the home, but you can see in the windows. I would suggest that if you stop by, make sure it's a nicer day and not too soggy/rainy if you want to walk around the home. A quick stop just off the highway."
Hudgeon Bridge,"467-443 W 520th Ave, Cherokee",Cherokee,4.7,3,37.3687167,-94.89926369999999,"point_of_interest, establishment","A lovely hidden piece of engineering artwork. It's still in beautiful condition, and there was no litter in sight. It was incredibly serene and breathtaking to behold."
The Chimes Tower,"200 I St NE, Miami",Miami,5,2,36.87739690000001,-94.8672395,"point_of_interest, establishment",You have to hear it sing🎐🎶
Lovers Leap Cave Dwelling,"58GM+HQ, Independence",Independence,4.3,9,37.1764599,-95.6655243,"point_of_interest, establishment",Very beautiful place in the fall. A lot of glass and graffiti. Huge waterfall real close by
Picher Gorillas Statue,"N Connell Ave, Picher",Picher,4.7,68,36.9849144,-94.831293,"point_of_interest, establishment","We had the opportunity/honor to visit the northeaster od Oklahoma in MAY_FY2024 and it was an amazing experience, a great opportunity to learn more about the towns of Picher and Cadin, and about the Quapaw nation history and legacy.

Definitely, it's a place that deserves my respect. It was a privilege."
St Aloysius Church Historic Site,"947 KS-47, Girard",Girard,4.9,27,37.5140976,-94.98888009999999,"point_of_interest, establishment","It’s a well kept historical site of a church building from over 100 years ago. Well preserved with its “legend” inscribed on a plaque, free for all to see."
Votaw Colony Memorial,"4900-4988 Montgomery County Rd 2200, Coffeyville",Coffeyville,5,1,37.065164,-95.60560699999999,"point_of_interest, establishment","I was ashamed the state had let it become overrun by weeds and grass. It was completely covered and I had just happened to stop on the side of the gravel road to see where I was heading next on my back roads trip back home to Omaha.

I looked over and seen something resembling a giant headstone inside the grass and weeds. I immediately started cutting it all down and this is what I discovered. Truly remarkable and a great piece of history!"
Cherryvale Historical Museum,"215 E 4th St, Cherryvale",Cherryvale,4.3,26,37.2671827,-95.5499421,"museum, tourist_attraction, point_of_interest, establishment",Great roadside history attraction if you are passing through the area.  The lady running the museum said if they weren't open you could call the number on the door and someone will usually be available to come down and give a free tour.
Brown Mansion,"2109 S Walnut St, Coffeyville",Coffeyville,4.6,195,37.0199708,-95.6144994,"museum, tourist_attraction, point_of_interest, establishment","This was so awesome to see! I loved that you got to tour the basement and ballroom, as well as the main rooms. It was a very in-depth tour with a great guide. There's plenty of parking, be there about 10 min before the start time. Don't be late, they're very punctual with the start time and its a singular volunteer so the doors lock once the tour starts. If you are there early, like we were, you can take the time to walk the grounds and check out the garden/yard and the info boards with historical information. They have a small gift area and sell things like t-shirts, salt water taffy, and bottles of water. The tour takes about an hour. You can buy this as a combo ticket that also includes the Dalton Museum. Beautiful home with a lot of surprising tech advancements and original items. Kids 11 & 14 enjoyed the tour as well. There are stairs you'll have to do, but there are handrails to utilize and the older members in the group seemed to handle it fine. Check this place out!"
Route 66 Ribbon Road/Sidewalk Highway Landmark,"E 140 Rd, Miami",Miami,4.6,90,36.8155064,-94.9267948,"point_of_interest, establishment",It is a very interesting piece of Route 66 and Oklahoma history. I'm glad we did not drive it because our car would not have bern able to handle the rough road.
Downtown Picher,"N Connell St, Picher",Picher,3.8,10,36.9919977,-94.8309721,"point_of_interest, establishment",Had the lake and beach all to ourselves on a Friday in July! I didnt catch any fish though.
Indian Territory Memorial,"1101 US-69 ALT, Quapaw",Quapaw,4.4,5,36.9966929,-94.74085509999999,"point_of_interest, establishment","Like the Oklahoma State Sign a short distance away, one can easily pull over to take photo of this marker.  Glad I was able to do it as a reminder of our trip in this area."
Parsons Historical Museum,"401 S 18th St, Parsons",Parsons,4.5,46,37.3373895,-95.2626607,"museum, tourist_attraction, point_of_interest, establishment","This is an awesome place to learn history about Parsons Kansas. staff is awesome and friendly and treat you like family if you need to know something they tell you and explain everything, I recommend everybody to go check it this place is also free to go to they do take donations"
Baxter Springs Heritage Center & Museum,"740 East Ave #740, Baxter Springs",Baxter Springs,4.8,203,37.02805560000001,-94.7333333,"museum, tourist_attraction, point_of_interest, establishment",A great free little road side attraction- a lot bigger than it looks. The lady was extremely nice and helpful. The museum is fantastic! Super unexpected- Must see!
Altoona Mill Falls,"227-229 River St, Altoona",Altoona,4.5,37,37.5228121,-95.6651992,"tourist_attraction, point_of_interest, establishment",Used to fish here and explore all the time growing up. You could always find old bricks and sometimes old glass bottles from the mid 20th century if you got lucky.
Ma Barker grave,"Williams Cemetery Rd, Miami",Miami,4.3,3,36.880837,-95.0060714,"point_of_interest, establishment","Small, yet beautiful and well cared for cemetery near Miami, Oklahoma. Ma Barker and her sons are the famous graves at this cemetery."
