Place Name,Address,City,Rating,Total Ratings,Latitude,Longitude,Type,Description
Spring Valley Historic Site,"816 N Spring Valley Rd, Junction City",Junction City,4.7,10,39.0296294,-96.8721267,"tourist_attraction, point_of_interest, establishment",Met here with the area home school group. It was very informative and the wild flower area was fun to see all the varieties blooming.
Geary County Historical Society,"530 N Adams St, Junction City",Junction City,4.5,41,39.0278966,-96.83379889999999,"tourist_attraction, museum, point_of_interest, establishment","I definitely enjoyed my time here. It is just unfortunate that it took me so long to visit. As someone who only lived in the area for a short time, I highly suggest coming here to grasp a piece of the history that sorrounds the Geary County communities."
Ogden Monument,"Huebner Rd, Fort Riley",Fort Riley,4.2,18,39.0643223,-96.79281870000001,"point_of_interest, establishment",Beautiful overlook and outdoor religious area on Fort Riley. If you get a chance to visit definitely recommend even if just for the view
Onaga Historical Society,"310 E 2nd St, Onaga",Onaga,4.9,7,39.4889827,-96.1659909,"museum, tourist_attraction, point_of_interest, establishment","Wonderful displays of local history, including a full-sized caboose, a one-room schoolhouse, and a settler's cabin. Marvelous way to spend an afternoon."
Wamego Historical Museum,"406 4th St, Wamego",Wamego,4.7,30,39.2021295,-96.3004304,"museum, tourist_attraction, point_of_interest, establishment","The staff was so friendly and told us a lot about the items in the main room.  One of the volunteers opened all of the display building on site so we could see them (school house, store, cabin, etc)."
Welcome to The Flint Hills Sign,"393-301 N Humboldt Creek Rd, Junction City",Junction City,4.5,2,39.0616799,-96.7204732,"point_of_interest, establishment",Beautiful place to stretch your legs
Goodnow House State Historic Site,"2301 Claflin Rd, Manhattan",Manhattan,4.5,13,39.192832,-96.5955693,"tourist_attraction, museum, point_of_interest, establishment",They didn't open until 2 pm so we waited and it was worth it. The gentleman who gave us the tour was very informative and told great stories.
The Mormon Trail South Fork Historical Marker,"Kennel Dr, Junction City",Junction City,5,1,39.0379154,-96.76553880000002,"point_of_interest, establishment",
Riley County Historical Museum,"2309 Claflin Rd, Manhattan",Manhattan,4.7,69,39.19238370000001,-96.59609789999999,"museum, tourist_attraction, point_of_interest, establishment",Great collection of local history. Be sure to visit the Goodnow house across from the museum. Got a wonderful guided tour of it from one of the staff members--very knowledgeable!
Historic Deep Creek Schoolhouse,"3125 Deep Creek Rd, Manhattan",Manhattan,5,8,39.1208508,-96.4825012,"point_of_interest, establishment",Interesting place with many years of history.
